Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas557           Pavarde557               5     0    10     9     0     2
Vardas558           Pavarde558               1     6    10     2     7     3
Vardas559           Pavarde559               7     8     3     0     3    10
Vardas560           Pavarde560               7     4     1     5     1     8
Vardas561           Pavarde561               6     2     9     4     7    10
Vardas562           Pavarde562               6     7     8     4     7     8
Vardas563           Pavarde563               4    10     8    10    10     1
Vardas564           Pavarde564               8    10    10     0     5     4
Vardas565           Pavarde565               9     2     0     5     2     9
Vardas566           Pavarde566               9     4     8     3     1     4
Vardas567           Pavarde567               2     7     9     3     2     6
Vardas568           Pavarde568               7     6     2     8     3     3
Vardas569           Pavarde569               8     9    10     2     5     0
Vardas570           Pavarde570               0     3     8     4     9     1
Vardas571           Pavarde571               3     0     3     9     0     0
Vardas572           Pavarde572               8     8     3     7     7     6
Vardas573           Pavarde573               6    10     8     0     7     1
Vardas574           Pavarde574               2     6     1    10    10     5
Vardas575           Pavarde575               5     4     9    10     4     0
Vardas576           Pavarde576               9     7     1     9     3     2
Vardas577           Pavarde577               0     4     6     1     2     1
Vardas578           Pavarde578               7     0     2     0     4     5
Vardas579           Pavarde579               9     3     9     6     0     7
Vardas580           Pavarde580              10     1     7     2     5     1
Vardas581           Pavarde581               7    10     5     1     2     6
Vardas582           Pavarde582               6     0     5     8     9     8
Vardas583           Pavarde583               8     6     5     0     7     2
Vardas584           Pavarde584               8     6     7     3     2     2
Vardas585           Pavarde585               4     8     3     8     3     2
Vardas586           Pavarde586               3     9     1     8    10     5
Vardas587           Pavarde587               0     2     6     1     0     4
Vardas588           Pavarde588               1    10    10     6     0     8
Vardas589           Pavarde589               0     2     5     1     4     3
Vardas590           Pavarde590               1     9     2     9     5     8
Vardas591           Pavarde591               9     8     3     5     4     7
Vardas592           Pavarde592               5     8     2     8     2     7
Vardas593           Pavarde593               3    10     0     5     4     5
Vardas594           Pavarde594               3     4     0    10     5     3
Vardas595           Pavarde595               9     5     8    10     0     7
Vardas596           Pavarde596               3     4     6     7     3     7
Vardas597           Pavarde597               0     5     6     3     0     9
Vardas598           Pavarde598               4     3     9     6     3     7
Vardas599           Pavarde599               4     3     9     6     5     8
Vardas600           Pavarde600               8     8     1     4     7     6
Vardas601           Pavarde601              10     0     8     5     0     6
Vardas602           Pavarde602               8     8     6     5     7     0
Vardas603           Pavarde603               2     8     8     0     0     4
Vardas604           Pavarde604               2     9     3     7     3     3
Vardas605           Pavarde605               1     0     6     5     0     2
Vardas606           Pavarde606               5     1     6    10     0     3
Vardas607           Pavarde607               2     4    10     7     6     7
Vardas608           Pavarde608               9    10    10     0     4     9
Vardas609           Pavarde609               8     7     0    10     3     6
Vardas610           Pavarde610               4    10     9     4     4     7
Vardas611           Pavarde611               6     9     0     3     7     3
Vardas612           Pavarde612               4     2     7     1     5     8
Vardas613           Pavarde613               6     7     1     5     8     1
Vardas614           Pavarde614               3     6     0     7     1    10
Vardas615           Pavarde615               7     9    10     0     2     3
Vardas616           Pavarde616              10     0     6     4     4     9
Vardas617           Pavarde617               9     3     8     1     4     8
Vardas618           Pavarde618               3     6     9     6     8     4
Vardas619           Pavarde619               9     9     3    10     7     9
Vardas620           Pavarde620               4     5     7     9     7     9
Vardas621           Pavarde621               0     7     2     5     8     4
Vardas622           Pavarde622               8     5     1     0     8     2
Vardas623           Pavarde623               8     4     7    10    10     1
Vardas624           Pavarde624               4     0     8     0     5     5
Vardas625           Pavarde625               9     7     8     5     5     6
Vardas626           Pavarde626               6     5    10    10     3     5
Vardas627           Pavarde627               1     8    10     6     6     2
Vardas628           Pavarde628               6    10    10     2     7     5
Vardas629           Pavarde629               2     5     8     8     6     5
Vardas630           Pavarde630               4     6     1    10     4     0
Vardas631           Pavarde631               3     2     6    10     5     3
Vardas632           Pavarde632               6     4     4     1     2     5
Vardas633           Pavarde633               5     7     5     2    10     7
Vardas634           Pavarde634               0     4     1     8     9     4
Vardas635           Pavarde635               7     0     6     4     7    10
Vardas636           Pavarde636               7     7     1     3     4     0
Vardas637           Pavarde637               3     5     5     6     2     0
Vardas638           Pavarde638               0     3    10     4     0     2
Vardas639           Pavarde639              10     1     2    10     8     5
Vardas640           Pavarde640               9     1     2    10     8    10
Vardas641           Pavarde641              10    10     4     4     2     3
Vardas642           Pavarde642               4     2     0     8     1     1
Vardas643           Pavarde643               4     1     1    10     8     6
Vardas644           Pavarde644               9     6     1     1     7     3
Vardas645           Pavarde645               7     7     0     4     5     3
Vardas646           Pavarde646               0     2     2     5     2     3
Vardas647           Pavarde647               5     6     8     1     0     2
Vardas648           Pavarde648               3     8     6     9     2     4
Vardas649           Pavarde649               2     3    10     3     4     0
Vardas650           Pavarde650               1     3    10     2     3     1
Vardas651           Pavarde651               7     4     6     1     8     7
Vardas652           Pavarde652               2    10     1     0     1     2
Vardas653           Pavarde653              10     1     2     5     4     3
Vardas654           Pavarde654               8     2     0    10     5     3
Vardas655           Pavarde655               9     9     4     7    10     2
Vardas656           Pavarde656               2     7     7     5     0     9
Vardas657           Pavarde657               6     6     7     3     0     3
Vardas658           Pavarde658               1     5     0     6     5     9
Vardas659           Pavarde659               6     3     6    10     6     8
Vardas660           Pavarde660               9     4     5     3     8     1
Vardas661           Pavarde661               7     6     0     3     9     0
Vardas662           Pavarde662              10     1     2     5     2     8
Vardas663           Pavarde663               2     1    10     0     1     6
Vardas664           Pavarde664               7     4     6     8     8    10
Vardas665           Pavarde665               4     2     8     6     2     1
Vardas666           Pavarde666               4     1     7     9    10     2
Vardas667           Pavarde667               1     6     4     3     5     4
Vardas668           Pavarde668               5     7     5     5     6     7
Vardas669           Pavarde669               2     0     8     3     0     7
Vardas670           Pavarde670               7     5     7     0     9     9
Vardas671           Pavarde671              10     4     0     8     7     0
Vardas672           Pavarde672               5     3     7     9     1     2
Vardas673           Pavarde673              10    10     3     2     0     6
Vardas674           Pavarde674               7     1     0     0     9     9
Vardas675           Pavarde675               4     3     5     4    10     7
Vardas676           Pavarde676               2     1     7     1     2     2
Vardas677           Pavarde677               1     0     4     4     5     4
Vardas678           Pavarde678               9     0     2     4     9     5
Vardas679           Pavarde679               5     2     7     0     6     0
Vardas680           Pavarde680               1    10     3     1     4     9
Vardas681           Pavarde681               4     0     2     3     1     7
Vardas682           Pavarde682               3     7     7     9     6     3
Vardas683           Pavarde683               3     1     0     5     8     3
Vardas684           Pavarde684               7     3     8     9     7     7
Vardas685           Pavarde685               5     0     3     7     1     1
Vardas686           Pavarde686               8     3     6     9     3     5
Vardas687           Pavarde687               3     0     2     7    10     6
Vardas688           Pavarde688               3     4     5     0     4     3
Vardas689           Pavarde689               3     3     2     5     7     7
Vardas690           Pavarde690               5     3     7     7     1     4
Vardas691           Pavarde691               2    10     2     6     4     0
Vardas692           Pavarde692               1     5     9     8     7    10
Vardas693           Pavarde693               4     4     8     2     6     9
Vardas694           Pavarde694              10    10     1     3     3     4
Vardas695           Pavarde695               0     1     8     1     8     4
Vardas696           Pavarde696               6     9     1     2     8     0
Vardas697           Pavarde697               5     8     5     4     6     1
Vardas698           Pavarde698               0     2     3     6     7     7
Vardas699           Pavarde699               6    10    10     7    10     8
Vardas700           Pavarde700              10     9     6     7     6     9
Vardas701           Pavarde701               7     9     8     2     1     5
Vardas702           Pavarde702               3     8     7    10     8     3
Vardas703           Pavarde703               2     9     5     7     6     7
Vardas704           Pavarde704               9     1     4     3     9     8
Vardas705           Pavarde705               0     1     5     6     0     9
Vardas706           Pavarde706               2     5     8     6     2     0
Vardas707           Pavarde707               6     4     2     0     6     1
Vardas708           Pavarde708               2     1     5     3     9     3
Vardas709           Pavarde709               2     0     4     3    10     3
Vardas710           Pavarde710               4     2    10    10     4     1
Vardas711           Pavarde711               1     6     1     5     1     5
Vardas712           Pavarde712               6     0     9     9    10     8
Vardas713           Pavarde713               9     1     5     8     1     6
Vardas714           Pavarde714               8     6     9     4     4    10
Vardas715           Pavarde715               8     3     1    10     9     4
Vardas716           Pavarde716               1     2     5     3     9     3
Vardas717           Pavarde717              10     4     8     3     0    10
Vardas718           Pavarde718               4     8     0     9     2     5
Vardas719           Pavarde719               7     1     5     0     7     1
Vardas720           Pavarde720               5     7     9     8     5     6
Vardas721           Pavarde721               4     9     9     9     8     0
Vardas722           Pavarde722               6     4     2     3     7     6
Vardas723           Pavarde723               6     3     3     6    10     4
Vardas724           Pavarde724               4     2     8     1    10     6
Vardas725           Pavarde725               2     4     2    10     8     4
Vardas726           Pavarde726               6     9     5     6     6     2
Vardas727           Pavarde727               4     8     0     9     1     3
Vardas728           Pavarde728               8     5     7     5     1     8
Vardas729           Pavarde729               8     7     5    10     0     5
Vardas730           Pavarde730              10     7     6     7     6     8
Vardas731           Pavarde731               3     6     1     0     9     9
Vardas732           Pavarde732               6     4     2     6    10     5
Vardas733           Pavarde733               6     6     6     2     4     3
Vardas734           Pavarde734              10     7     5     0     8     1
Vardas735           Pavarde735               9     3     9     8     1     3
Vardas736           Pavarde736               7     8     1     3     8     3
Vardas737           Pavarde737               5     2     6     2     5     6
Vardas738           Pavarde738               5     4     7     2     7     5
Vardas739           Pavarde739              10     3     6     4     1     7
Vardas740           Pavarde740              10     3     1     9    10     0
Vardas741           Pavarde741               0    10     9     4     8     2
Vardas742           Pavarde742               4     9     7     2     2     1
Vardas743           Pavarde743               9     9     9     0     2     8
Vardas744           Pavarde744               2     1     5     8     7     1
Vardas745           Pavarde745               5     0     9     7    10     2
Vardas746           Pavarde746               0     8     7     0     8     7
Vardas747           Pavarde747               0     5     2     7     6     6
Vardas748           Pavarde748               6    10     9     0     7     0
Vardas749           Pavarde749               4     6     2     2     1     3
Vardas750           Pavarde750               5     5     8     4     7     8
Vardas751           Pavarde751              10    10     8     8     9     6
Vardas752           Pavarde752               1     2     3     9    10     3
Vardas753           Pavarde753               5    10     9     8     9     4
Vardas754           Pavarde754               5     8     9     1     2     4
Vardas755           Pavarde755               8     3     1     3     7     6
Vardas756           Pavarde756               8     1     5     5     4     8
Vardas757           Pavarde757               1     3    10     6     1     7
Vardas758           Pavarde758               7     7     3     3     4    10
Vardas759           Pavarde759               2     4     3     5     8     1
Vardas760           Pavarde760               7     6     6     6     2     0
Vardas761           Pavarde761               1    10     6     2     1     5
Vardas762           Pavarde762               0     6     3     1     4     0
Vardas763           Pavarde763               2     1     8     0     5     5
Vardas764           Pavarde764              10     4     3     8     2     0
Vardas765           Pavarde765               7     4     6    10     5     8
Vardas766           Pavarde766               3     3     9     5    10     2
Vardas767           Pavarde767              10     5     4     6     7    10
Vardas768           Pavarde768               0     8     9     5    10     9
Vardas769           Pavarde769               6     7     4     2     7     0
Vardas770           Pavarde770               8     5     5     5     9     2
Vardas771           Pavarde771               6     9     5    10    10    10
Vardas772           Pavarde772               8    10     6     2     0     0
Vardas773           Pavarde773               0     1     4     6     5     0
Vardas774           Pavarde774               7     1     2     9     8     8
Vardas775           Pavarde775               4     4     3     7     0     6
Vardas776           Pavarde776               9     4     5     7     6     4
Vardas777           Pavarde777               8     2     3     7     0     7
Vardas778           Pavarde778              10     3     8     6     5     8
Vardas779           Pavarde779               7     5     3     0    10     5
Vardas780           Pavarde780               4     1     8     3     9    10
Vardas781           Pavarde781               1     4     0     5     5     5
Vardas782           Pavarde782               4     5     4     4     0     9
Vardas783           Pavarde783               8     8     3     0     4    10
Vardas784           Pavarde784               3     6     7     4     7     2
Vardas785           Pavarde785              10     5     9     2     2    10
Vardas786           Pavarde786               1     9     2     4     1     3
Vardas787           Pavarde787               2     2     1     9     4     7
Vardas788           Pavarde788               5     4    10     4     7     5
Vardas789           Pavarde789               4     4     1     0    10     3
Vardas790           Pavarde790               7     6     1     8     8     6
Vardas791           Pavarde791               9     5     9     7     3     4
Vardas792           Pavarde792              10     9     6     2     0     2
Vardas793           Pavarde793               5     0     5     3     9     9
Vardas794           Pavarde794               2    10     1     5     6     0
Vardas795           Pavarde795               7     2     5     4     5     4
Vardas796           Pavarde796               3     3     9    10     9     5
Vardas797           Pavarde797               9    10     9     3     4     7
Vardas798           Pavarde798               5     0     3    10     2     2
Vardas799           Pavarde799               6     2     2     3     9     6
Vardas800           Pavarde800               5     2     2     9     4     2
Vardas801           Pavarde801               7     3     4     3     5     7
Vardas802           Pavarde802               5     2     7     3     0     5
Vardas803           Pavarde803               4     2     3     5     5     9
Vardas804           Pavarde804              10     0     4     0     4     9
Vardas805           Pavarde805               4     8     7     4    10     2
Vardas806           Pavarde806               2     2     9     0     6     2
Vardas807           Pavarde807               7     1     1     8     0    10
Vardas808           Pavarde808               0     3     4     1     5     9
Vardas809           Pavarde809               5     1     1     9     2     4
Vardas810           Pavarde810               2     7     5     4     4     7
Vardas811           Pavarde811              10     2     4     4     5     5
Vardas812           Pavarde812               6    10     8     6     3     8
Vardas813           Pavarde813               9     4    10     0     0     3
Vardas814           Pavarde814               1    10     1     4     7     3
Vardas815           Pavarde815               2     1     0    10     9     8
Vardas816           Pavarde816               1     7     4     4     3     8
Vardas817           Pavarde817               7     3     0     8     6     8
Vardas818           Pavarde818              10     6     5     6     5     5
Vardas819           Pavarde819              10     1     8     8     7     5
Vardas820           Pavarde820               2     4     5     8     5     6
Vardas821           Pavarde821               5     4     4     1     6     6
Vardas822           Pavarde822               1     0    10     9     2     0
Vardas823           Pavarde823               3     1     0     7     4    10
Vardas824           Pavarde824              10     6    10     6     8    10
Vardas825           Pavarde825               8     9     1     1     1     8
Vardas826           Pavarde826               8     2     9     8     0     3
Vardas827           Pavarde827               6     3     3     9     3     7
Vardas828           Pavarde828               1    10    10     6    10     2
Vardas829           Pavarde829               0     4    10     9     6     6
Vardas830           Pavarde830               3    10     7     8    10     2
Vardas831           Pavarde831               9     2     7     6    10     5
Vardas832           Pavarde832               2     9     6     0     3     4
Vardas833           Pavarde833               0     6     6     7     5     0
Vardas834           Pavarde834               9     1    10    10     9    10
Vardas835           Pavarde835               4     0    10     1     2     9
Vardas836           Pavarde836              10     7     8     8     8     1
Vardas837           Pavarde837               2     3     2     5     5     3
Vardas838           Pavarde838               4     2     3     3     0     7
Vardas839           Pavarde839               7     2    10     4     5     7
Vardas840           Pavarde840              10     9    10     0     5     7
Vardas841           Pavarde841               3     4     1     7     9     6
Vardas842           Pavarde842               6     0     5     3     4     6
Vardas843           Pavarde843               5     7     5     5     3     5
Vardas844           Pavarde844               6     0     6     1     8     6
Vardas845           Pavarde845               1     6     1     0     9     8
Vardas846           Pavarde846               0     8     7     4     6     9
Vardas847           Pavarde847               0     6     8     6     1     0
Vardas848           Pavarde848               7     6     4     9     0    10
Vardas849           Pavarde849               9     4     2     1     1     1
Vardas850           Pavarde850               8     5     0     0     8     2
Vardas851           Pavarde851               5     5     4     1     4     2
Vardas852           Pavarde852               4     2    10     0     7     7
Vardas853           Pavarde853              10     8     9     6     5     8
Vardas854           Pavarde854               4     4     4     9     5     4
Vardas855           Pavarde855               0     1     0     2     7     1
Vardas856           Pavarde856               3     6     4     6     6     5
Vardas857           Pavarde857               0     1     3    10     6     1
Vardas858           Pavarde858               1     0     3     5     1     8
Vardas859           Pavarde859               4     2     7     7     8     1
Vardas860           Pavarde860              10    10     3     8     4     2
Vardas861           Pavarde861               1     5     7     4     0     4
Vardas862           Pavarde862               8     6     6     6     9     9
Vardas863           Pavarde863               9     2     9     4     9     5
Vardas864           Pavarde864               9     8     3     1     4     3
Vardas865           Pavarde865              10     1     2    10     5     0
Vardas866           Pavarde866               4     5    10     5     8     8
Vardas867           Pavarde867               8     6    10     8     6     0
Vardas868           Pavarde868               9     9     3     9     3     3
Vardas869           Pavarde869               8    10     7     3    10     9
Vardas870           Pavarde870               4     3    10     8     7     3
Vardas871           Pavarde871               5     9     4    10     0     9
Vardas872           Pavarde872               9     5    10     9     2     2
Vardas873           Pavarde873              10     3     7     2     8     5
Vardas874           Pavarde874               7     1     1     4     5     0
Vardas875           Pavarde875               3     3     6     2     9    10
Vardas876           Pavarde876               2     8    10     6     3     4
Vardas877           Pavarde877               8     2     4     2     9     8
Vardas878           Pavarde878              10     0     0     9     5     8
Vardas879           Pavarde879              10     8     6    10     8     2
Vardas880           Pavarde880               1     5     0    10     0     9
Vardas881           Pavarde881               3     4     5    10     6     9
Vardas882           Pavarde882               9     4     2     3    10     6
Vardas883           Pavarde883              10     1     5     3    10     8
Vardas884           Pavarde884              10     5     6     3    10     9
Vardas885           Pavarde885               3     2     0     5     0    10
Vardas886           Pavarde886               2     2     5     6     2     3
Vardas887           Pavarde887               1     5     5     6     6    10
Vardas888           Pavarde888               3    10     4     1     9     8
Vardas889           Pavarde889               9     6     9     7     1     1
Vardas890           Pavarde890               8     8     0     7     6     6
Vardas891           Pavarde891               0     0     6    10    10     4
Vardas892           Pavarde892               1     0     1     5     4     0
Vardas893           Pavarde893               9     3     8     7     4     5
Vardas894           Pavarde894               6     0     8     7     2     0
Vardas895           Pavarde895               5     1     1     4     5     8
Vardas896           Pavarde896               5     4     8     8     2     7
Vardas897           Pavarde897               8     6     5     4     1     7
Vardas898           Pavarde898               4    10     2     3     5     8
Vardas899           Pavarde899               3     6     1     6     9     8
Vardas900           Pavarde900               2     7    10     1     9     3
Vardas901           Pavarde901               6     0     7     9    10     5
Vardas902           Pavarde902               8     8     6    10     7     3
Vardas903           Pavarde903               8     1    10     4     6     2
Vardas904           Pavarde904              10     3     2     4     9     8
Vardas905           Pavarde905               9     5     4     1     3     3
Vardas906           Pavarde906               3     9    10     7     2     3
Vardas907           Pavarde907               1     2     8     4     3     4
Vardas908           Pavarde908               1     7     6    10     5     1
Vardas909           Pavarde909               0     1     0     8     3     3
Vardas910           Pavarde910               4     7     1     7     4     9
Vardas911           Pavarde911               9     9     6     3     7     5
Vardas912           Pavarde912               6     6     2     8     6     8
Vardas913           Pavarde913               4     3     6    10     1     4
Vardas914           Pavarde914               1    10     5     6     6     1
Vardas915           Pavarde915               7     7     4     6     3     0
Vardas916           Pavarde916              10     1     2     2     8     9
Vardas917           Pavarde917              10    10     2     7     5    10
Vardas918           Pavarde918               0     7     8     5     1    10
Vardas919           Pavarde919               8     0     5     3    10     9
Vardas920           Pavarde920               9     6     4     0     2    10
Vardas921           Pavarde921               6     8     4     5     9     6
Vardas922           Pavarde922               3     3     9    10    10     9
Vardas923           Pavarde923               8    10     8     1    10     5
Vardas924           Pavarde924               0     8    10    10     1     5
Vardas925           Pavarde925               2     6     1     6     7    10
Vardas926           Pavarde926               9     7     7     7    10     4
Vardas927           Pavarde927               1     5     6     6     8     2
Vardas928           Pavarde928               9     0     5     8     2     5
Vardas929           Pavarde929               7     5     7     8     3     8
Vardas930           Pavarde930               0     8     3     3     1     2
Vardas931           Pavarde931               2     1    10     5     6     1
Vardas932           Pavarde932               1     2     4     6     5     3
Vardas933           Pavarde933               5     7    10     3     0     8
Vardas934           Pavarde934               4     4     5     1     8     8
Vardas935           Pavarde935               9     2     3     2    10    10
Vardas936           Pavarde936               7     7     4     2     0     4
Vardas937           Pavarde937               0     2     9     3     2     4
Vardas938           Pavarde938               0     8     5     2    10     9
Vardas939           Pavarde939               2     1     2     2     1     6
Vardas940           Pavarde940               0    10     1    10     6     8
Vardas941           Pavarde941              10    10     8     5    10     2
Vardas942           Pavarde942               3    10     9     4     9     5
Vardas943           Pavarde943               7     9     6     5     3     4
Vardas944           Pavarde944               2     8     2     2     1     9
Vardas945           Pavarde945               8    10     7     7     5     8
Vardas946           Pavarde946              10    10     0     6     6     7
Vardas947           Pavarde947               9    10     5     1     9     0
Vardas948           Pavarde948               4    10     2     6     2     6
Vardas949           Pavarde949               5     9    10    10     5     7
Vardas950           Pavarde950               5     5     4     5    10     0
Vardas951           Pavarde951               1     5     7     7     2     7
Vardas952           Pavarde952              10     5    10     6     5     9
Vardas953           Pavarde953               9     8     0     1     0     7
Vardas954           Pavarde954               0    10     6     3     0     9
Vardas955           Pavarde955               5     0     1    10    10     4
Vardas956           Pavarde956               4    10     3     3     5     1
Vardas957           Pavarde957              10     4     2     6     1     2
Vardas958           Pavarde958               4     7     3     9     3    10
Vardas959           Pavarde959               5     2     5     6    10     0
Vardas960           Pavarde960               9     4     6     0     8     9
Vardas961           Pavarde961               3     4     9     0     4     1
Vardas962           Pavarde962               9     7     0     9     6     8
Vardas963           Pavarde963               4     0     2     6     2     6
Vardas964           Pavarde964               1     6     8     1     1     1
Vardas965           Pavarde965               0     5     0     6    10     3
Vardas966           Pavarde966              10     9     5     8     1     0
Vardas967           Pavarde967               4     1     0     4     0     5
Vardas968           Pavarde968               9     7     3     4    10     8
Vardas969           Pavarde969               8     2     6     4     9    10
Vardas970           Pavarde970               9     0     1     0     0     0
Vardas971           Pavarde971               0     9     6     1     4     2
Vardas972           Pavarde972               5     2     4     8    10     2
Vardas973           Pavarde973               8     5     8     8    10     7
Vardas974           Pavarde974              10     6     2     0    10     4
Vardas975           Pavarde975               0     8     6     9     9     9
Vardas976           Pavarde976               2     4     0     6     8     1
Vardas977           Pavarde977               9     1     4     1     9     2
Vardas978           Pavarde978               1     0     5     5     7     9
Vardas979           Pavarde979               8     5     3     2     6     9
Vardas980           Pavarde980               6     8     4    10     8     7
Vardas981           Pavarde981               2     2     4     0     2     7
Vardas982           Pavarde982               9     7     6     8     3     8
Vardas983           Pavarde983               5    10     0     4     2     9
Vardas984           Pavarde984               5     7     6     4     2     7
Vardas985           Pavarde985               8     9     3     1     1     2
Vardas986           Pavarde986               5     6     8     4     3     4
Vardas987           Pavarde987               8     2     2     9     7     8
Vardas988           Pavarde988               3     1     8     7     9    10
Vardas989           Pavarde989               0     5     1     7     1     0
Vardas990           Pavarde990               2     6     0     0     2     3
Vardas991           Pavarde991               1     0     0     6     7    10
Vardas992           Pavarde992               4     3     7     3     8     3
Vardas993           Pavarde993               4     2     2    10     4     9
Vardas994           Pavarde994               2     9     8    10     9    10
Vardas995           Pavarde995              10     3     5     8     0     0
Vardas996           Pavarde996               4     6     4     1     8     2
Vardas997           Pavarde997               1     3     5     0     4     6
Vardas998           Pavarde998               4     7    10    10     5     0
Vardas999           Pavarde999               5     3     8     3     6     2
Vardas1000          Pavarde1000              3     8     8     0     2     8
