Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas850           Pavarde850               2     4     8     0     1     6
Vardas851           Pavarde851               9     2     8     8     5     2
Vardas852           Pavarde852              10     5     2     9     3     2
Vardas853           Pavarde853               8     4     8     7     5     2
Vardas854           Pavarde854               3     6     9     2     4     8
Vardas855           Pavarde855               4     9     7     3     6     7
Vardas856           Pavarde856               6     1     8     8    10     2
Vardas857           Pavarde857               7     5    10     6     4     6
Vardas858           Pavarde858               3    10     4     6     2     2
Vardas859           Pavarde859               9    10     4     6     3     8
Vardas860           Pavarde860               2     5    10     6     7    10
Vardas861           Pavarde861               8     3    10     8     7     7
Vardas862           Pavarde862               6     1     5     5     3     6
Vardas863           Pavarde863              10     8     8     0     5    10
Vardas864           Pavarde864               4     5     6     1     0     3
Vardas865           Pavarde865              10     9     7     4    10     4
Vardas866           Pavarde866               3     5     6     8     4     0
Vardas867           Pavarde867              10     0     0     9     8    10
Vardas868           Pavarde868               7     5     7     2     9     8
Vardas869           Pavarde869               7    10     1    10     5     1
Vardas870           Pavarde870               5     2     6     2     1     5
Vardas871           Pavarde871               9     3     6     7     6     0
Vardas872           Pavarde872               3     5     4     5     9     8
Vardas873           Pavarde873               0     6     7    10     1     5
Vardas874           Pavarde874               9     8     7     7     0     8
Vardas875           Pavarde875              10     0     0     7     2     4
Vardas876           Pavarde876               6     2     5     2     4     9
Vardas877           Pavarde877              10     7     9     0     0     4
Vardas878           Pavarde878               7     8     9     1     1     4
Vardas879           Pavarde879              10     3     1     0     8     6
Vardas880           Pavarde880               4     1     5     0     1     8
Vardas881           Pavarde881               1     2     8     0     9     1
Vardas882           Pavarde882               2     6     9     6     8     9
Vardas883           Pavarde883               4     2     3     5     5     1
Vardas884           Pavarde884               7     0     3     2     2     6
Vardas885           Pavarde885               2     9     8     6     9     2
Vardas886           Pavarde886               2     3     2     1     5     8
Vardas887           Pavarde887               6     5     9     3    10     6
Vardas888           Pavarde888               5     1     3     0     2     2
Vardas889           Pavarde889               0     1     7     6     4     7
Vardas890           Pavarde890               7     8     1     7     7     6
Vardas891           Pavarde891               4     7     9     7     4     7
Vardas892           Pavarde892               9     2     3     5     2     3
Vardas893           Pavarde893               5     2     7     5     0     3
Vardas894           Pavarde894               6     1     3     9     9    10
Vardas895           Pavarde895               2     4    10     0     6     2
Vardas896           Pavarde896               1     3     6     2     8     0
Vardas897           Pavarde897               0     6     0     9     4     7
Vardas898           Pavarde898               3     4     5     1     0     6
Vardas899           Pavarde899               8     2     3     0     6     6
Vardas900           Pavarde900               5     0     6     8     1     1
Vardas901           Pavarde901              10     8     4     6     4     0
Vardas902           Pavarde902               9     3     9     2     1     8
Vardas903           Pavarde903               1     9     1     1    10     0
Vardas904           Pavarde904               5     6     7     1     5     6
Vardas905           Pavarde905               0     0     9     1     1     3
Vardas906           Pavarde906               9     1     4     3     0     1
Vardas907           Pavarde907               2     0     8     4     2     2
Vardas908           Pavarde908               3     0     7     7     9     9
Vardas909           Pavarde909               8     6     9     4     6    10
Vardas910           Pavarde910               2     8     5     7     2    10
Vardas911           Pavarde911               4     4     1     0     0     0
Vardas912           Pavarde912               3     0     4     1     6     3
Vardas913           Pavarde913               2     9     2     1    10    10
Vardas914           Pavarde914               5     5     3     3     3     8
Vardas915           Pavarde915               5     1     8     8     1     9
Vardas916           Pavarde916              10     8     8     5     9     3
Vardas917           Pavarde917               3     8    10     4     0     1
Vardas918           Pavarde918               3     3     8     7     1     2
Vardas919           Pavarde919               6     0     7     1     5     6
Vardas920           Pavarde920               9    10     8     6     5     1
Vardas921           Pavarde921               3    10     8     0     5    10
Vardas922           Pavarde922               4     6     3    10     7     0
Vardas923           Pavarde923               6     1     2     2     0     1
Vardas924           Pavarde924               8     6     4     9     7     9
Vardas925           Pavarde925               1     1     9     0     1     6
Vardas926           Pavarde926              10     3     8     5     1     5
Vardas927           Pavarde927               5     0     9     7     3     1
Vardas928           Pavarde928              10     2     3     8     4     4
Vardas929           Pavarde929               4     3     6     9     8     8
Vardas930           Pavarde930               1     1    10     4     4    10
Vardas931           Pavarde931               8     1     6     4     8     8
Vardas932           Pavarde932               8     9     8     1     6     7
Vardas933           Pavarde933               6     6     0     2     6    10
Vardas934           Pavarde934               3     1     8     9     5     6
Vardas935           Pavarde935               0     5     5     8     5     8
Vardas936           Pavarde936               0     2     7     2     0     3
Vardas937           Pavarde937               9    10     6     3     1     7
Vardas938           Pavarde938               9     9     4     0     6     0
Vardas939           Pavarde939               4     4     4     4     1     0
Vardas940           Pavarde940               4     9     3     3     7     4
Vardas941           Pavarde941              10     7     3     0     1     9
Vardas942           Pavarde942              10     6     6     5     4     0
Vardas943           Pavarde943              10     6     3     5     9     6
Vardas944           Pavarde944               8     1     7     9     1    10
Vardas945           Pavarde945               2    10     1     8     7    10
Vardas946           Pavarde946               2     2     6     6     9     3
Vardas947           Pavarde947               8     2     5     4     3     7
Vardas948           Pavarde948               1     8    10     3     6     7
Vardas949           Pavarde949               8    10     8     9     1     0
Vardas950           Pavarde950              10     0     7     8     8     8
Vardas951           Pavarde951               0     7     2     6     6     8
Vardas952           Pavarde952               2     9     4     9     0     9
Vardas953           Pavarde953               7     5    10    10     0    10
Vardas954           Pavarde954               2     0     9    10     7     3
Vardas955           Pavarde955               6     7    10     8     7     0
Vardas956           Pavarde956               5     3     9     1     6     1
Vardas957           Pavarde957               9     5     0     0     6     1
Vardas958           Pavarde958               1     8     1     4     0     9
Vardas959           Pavarde959               7     7     0     9     7     6
Vardas960           Pavarde960               9     3     3     2     7     2
Vardas961           Pavarde961               9     6     4     5    10     3
Vardas962           Pavarde962               5     3     9     1     6    10
Vardas963           Pavarde963               5     6     5     2     2     4
Vardas964           Pavarde964               8     4     7     7     0     4
Vardas965           Pavarde965               7     5    10     2     6     6
Vardas966           Pavarde966               1     4     0     9     9    10
Vardas967           Pavarde967               6     0     9     5     6     0
Vardas968           Pavarde968               6     4     5     3     6     8
Vardas969           Pavarde969               4     6     2     3     8     0
Vardas970           Pavarde970               0     4     0     4     1     2
Vardas971           Pavarde971               6     1     2     1     4     8
Vardas972           Pavarde972               3     3    10     3     4     6
Vardas973           Pavarde973              10     2     0     0     7     9
Vardas974           Pavarde974               5     0     4     2     1     9
Vardas975           Pavarde975               7     6     3     5     0     0
Vardas976           Pavarde976               3     3     5     5     1     1
Vardas977           Pavarde977               6     3     3     8     1     7
Vardas978           Pavarde978              10     0     7     0     3     1
Vardas979           Pavarde979               8     3     9     7     8     2
Vardas980           Pavarde980              10     1     9     8     7     8
Vardas981           Pavarde981               2     1     0     2     8     1
Vardas982           Pavarde982              10     2     4     9     5     3
Vardas983           Pavarde983              10     0     4     5     6     6
Vardas984           Pavarde984               4     7     8     1     8    10
Vardas985           Pavarde985               8     7     4    10     7     2
Vardas986           Pavarde986               8     5     9     3     0     1
Vardas987           Pavarde987               3     7     1     6     1     1
Vardas988           Pavarde988               4     6     3     1    10     9
Vardas989           Pavarde989               9     0    10     2     1     2
Vardas990           Pavarde990               2     0     4     6    10     8
Vardas991           Pavarde991               3     0     7     1     2     2
Vardas992           Pavarde992               3     1     5     5     8     6
Vardas993           Pavarde993               4     2    10     0     8     7
Vardas994           Pavarde994               6     2     0     6     1     5
Vardas995           Pavarde995               2     3     6     5     0     0
Vardas996           Pavarde996               9    10     8     1     0     3
Vardas997           Pavarde997               0     4     9     2    10     0
Vardas998           Pavarde998               6    10     0     1     9     6
Vardas999           Pavarde999               8     1     9     8    10     1
Vardas1000          Pavarde1000              7     6     4     0     8     0
Vardas1001          Pavarde1001              1     7     8     5     9     6
Vardas1002          Pavarde1002              1     9     3     3     8     8
Vardas1003          Pavarde1003              6     5     0     4     4     7
Vardas1004          Pavarde1004              2     2     5     5     6     0
Vardas1005          Pavarde1005              0     9     0     2     9     9
Vardas1006          Pavarde1006              6     5     7     7     7    10
Vardas1007          Pavarde1007              4     0     9     0     6     7
Vardas1008          Pavarde1008              1    10     6     7     8     0
Vardas1009          Pavarde1009              0    10     1     4     2    10
Vardas1010          Pavarde1010              7     8     8     6    10     0
Vardas1011          Pavarde1011              4     7     1     1     0     8
Vardas1012          Pavarde1012             10     8    10     4     7     1
Vardas1013          Pavarde1013              5    10     2     9     8     5
Vardas1014          Pavarde1014              5     0     0     5     8     4
Vardas1015          Pavarde1015             10     6     3    10    10     5
Vardas1016          Pavarde1016              3     6    10     8     0     2
Vardas1017          Pavarde1017              8    10     5     0     8     4
Vardas1018          Pavarde1018              7     7     2     6     5     1
Vardas1019          Pavarde1019             10     7     1     0     7     4
Vardas1020          Pavarde1020              3     2     3     4     4     6
Vardas1021          Pavarde1021              0     4     1     5     2     9
Vardas1022          Pavarde1022              9     5     9    10    10     7
Vardas1023          Pavarde1023              1     2     5     5     0    10
Vardas1024          Pavarde1024              2     1     7    10     5     6
Vardas1025          Pavarde1025              5     5     1     5     2     4
Vardas1026          Pavarde1026              3     2     5     3     1     8
Vardas1027          Pavarde1027              5     3     6     6     8     5
Vardas1028          Pavarde1028              3     1     3     0     4     4
Vardas1029          Pavarde1029              9     4     1    10     3    10
Vardas1030          Pavarde1030              8     6     5     2     7     8
Vardas1031          Pavarde1031              9     7     2     4     3     0
Vardas1032          Pavarde1032              6     9     3     8     8     8
Vardas1033          Pavarde1033             10     4     5     7    10    10
Vardas1034          Pavarde1034              3     8    10     5     9     4
Vardas1035          Pavarde1035              0     8     9     3     1     8
Vardas1036          Pavarde1036              4     1     9     0     8    10
Vardas1037          Pavarde1037              9     6     7    10     8     5
Vardas1038          Pavarde1038              6     0     5     3     8     5
Vardas1039          Pavarde1039              1     5     5     0     5     4
Vardas1040          Pavarde1040             10     1     3     7     4     1
Vardas1041          Pavarde1041              0     5     2     2     2     5
Vardas1042          Pavarde1042              0     8     8     5     7     9
Vardas1043          Pavarde1043             10     1     8     0     8     1
Vardas1044          Pavarde1044              9     0     2     4     1     8
Vardas1045          Pavarde1045              5     5     4     2     8     6
Vardas1046          Pavarde1046              1     5     2     2     5    10
Vardas1047          Pavarde1047              1     8     9     4    10     9
Vardas1048          Pavarde1048              9     3     8     8     7     2
Vardas1049          Pavarde1049              5     3     7    10     8     3
Vardas1050          Pavarde1050              7     8    10     0     1     9
Vardas1051          Pavarde1051              2    10     9     2     0     5
Vardas1052          Pavarde1052              3     3     4     1     9     0
Vardas1053          Pavarde1053              8     3     9     6     8     1
Vardas1054          Pavarde1054              2     8     7     5     0     1
Vardas1055          Pavarde1055             10     8     7     4     6     2
Vardas1056          Pavarde1056              1     7     5     5    10     4
Vardas1057          Pavarde1057              3     0     6     6     8     9
Vardas1058          Pavarde1058             10     6     9     5     1     9
Vardas1059          Pavarde1059              6     1    10     6     7     3
Vardas1060          Pavarde1060              9     8     0     0     7     6
Vardas1061          Pavarde1061             10     5     4     1    10     6
Vardas1062          Pavarde1062              1     1     9     5     1     2
Vardas1063          Pavarde1063              8     1     8     8     3     2
Vardas1064          Pavarde1064              3     8     7     3     1     2
Vardas1065          Pavarde1065              3     4     2     2     1     3
Vardas1066          Pavarde1066              0     1     6     8     2     2
Vardas1067          Pavarde1067              9     0     8    10     3     2
Vardas1068          Pavarde1068              1     9     9     6     5     8
Vardas1069          Pavarde1069              5     1     3    10     3     9
Vardas1070          Pavarde1070              4     1     5     2     2    10
Vardas1071          Pavarde1071              9     6     0     6     9     2
Vardas1072          Pavarde1072             10    10     4     0    10     6
Vardas1073          Pavarde1073              2     8     8     6     3     0
Vardas1074          Pavarde1074             10     1     0     9     8     5
Vardas1075          Pavarde1075              5    10     0    10     9     3
Vardas1076          Pavarde1076              2     8     0     5     0     1
Vardas1077          Pavarde1077              5     1    10     9     7     2
Vardas1078          Pavarde1078              3     8    10     8     5     4
Vardas1079          Pavarde1079              1     0     5     2    10     0
Vardas1080          Pavarde1080              7     4     1    10    10    10
Vardas1081          Pavarde1081              0     1     5     6     0     3
Vardas1082          Pavarde1082              4     8    10     4     7     2
Vardas1083          Pavarde1083              6     9     1     8     6     6
Vardas1084          Pavarde1084              4     7     3     5     0     8
Vardas1085          Pavarde1085              9     1     1     3     2     9
Vardas1086          Pavarde1086              8     0     0     0     4     9
Vardas1087          Pavarde1087              5     7     8     9     7     3
Vardas1088          Pavarde1088              7     1     7     8     0     8
Vardas1089          Pavarde1089              2     6     2    10     7     8
Vardas1090          Pavarde1090              3     9     2     8     2     6
Vardas1091          Pavarde1091              0     8     5    10     5     6
Vardas1092          Pavarde1092              5     7     3     9     5     1
Vardas1093          Pavarde1093              6     8     8     1     6     7
Vardas1094          Pavarde1094              6     4     8     2     4     1
Vardas1095          Pavarde1095              9     7     5     8     3     4
Vardas1096          Pavarde1096              2     4     4    10     9     1
Vardas1097          Pavarde1097              1     0     5     0     7     2
Vardas1098          Pavarde1098              8     4    10     7     5    10
Vardas1099          Pavarde1099              7     4     7     5     8     9
Vardas1100          Pavarde1100              7     1     2     6     2    10
Vardas1101          Pavarde1101              5     7     3     5     4     3
Vardas1102          Pavarde1102              2     6     1     8     0     4
Vardas1103          Pavarde1103              6     9     0     7     4     1
Vardas1104          Pavarde1104              9     6     2     0     0     9
Vardas1105          Pavarde1105              0     9     8     2     2     4
Vardas1106          Pavarde1106             10     0     4     9    10     3
Vardas1107          Pavarde1107              2     1     4     2     8     1
Vardas1108          Pavarde1108              9     3     5     6     3     2
Vardas1109          Pavarde1109              9    10     8    10     2    10
Vardas1110          Pavarde1110              7     8     8     5     5     7
Vardas1111          Pavarde1111             10     1     6     8     4     4
Vardas1112          Pavarde1112              8     3     0     0     9     5
Vardas1113          Pavarde1113              0     4    10     8     3     0
Vardas1114          Pavarde1114              5     6     5     1     3     7
Vardas1115          Pavarde1115              6     2     5     8     2    10
Vardas1116          Pavarde1116              8     5     4     7     8     4
Vardas1117          Pavarde1117              8     8     2     5     4     3
Vardas1118          Pavarde1118              7     0     0     8     4     4
Vardas1119          Pavarde1119              2     8    10     4     0     5
Vardas1120          Pavarde1120              7    10     2     3     9     2
Vardas1121          Pavarde1121              5     7     8     2     5     3
Vardas1122          Pavarde1122              6     2     3     3     0     2
Vardas1123          Pavarde1123              2     8     6     4     4     6
Vardas1124          Pavarde1124              0     9     7    10     7     8
Vardas1125          Pavarde1125              5     0    10     1     6     2
Vardas1126          Pavarde1126              7     2     7     7     4     3
Vardas1127          Pavarde1127              9     6     8     9     2     1
Vardas1128          Pavarde1128             10     1     8     5     8     6
Vardas1129          Pavarde1129              9     9     1     3     6     7
Vardas1130          Pavarde1130             10     5     0     2     6     7
Vardas1131          Pavarde1131              2     2     4     8     2     1
Vardas1132          Pavarde1132              2     7    10     7     7     9
Vardas1133          Pavarde1133             10     9     9     3     8     0
Vardas1134          Pavarde1134              0     9     7     9     1     7
Vardas1135          Pavarde1135              1     1     2     3     5     1
Vardas1136          Pavarde1136             10     3     4     2     6     1
Vardas1137          Pavarde1137              1     3     2     1     4     1
Vardas1138          Pavarde1138              2     3     4     5     8     7
Vardas1139          Pavarde1139              2     7     1     5     4     8
Vardas1140          Pavarde1140              2     6     0     3     0     6
Vardas1141          Pavarde1141              8     5     5     0     2     5
Vardas1142          Pavarde1142              4     9     7     2     0     4
Vardas1143          Pavarde1143              2     1     9     4     7     4
Vardas1144          Pavarde1144              8     6     3     8     7     2
Vardas1145          Pavarde1145              7     6     9     5     9     2
Vardas1146          Pavarde1146              7     1     2     9    10    10
Vardas1147          Pavarde1147              7    10     8     6     1     0
Vardas1148          Pavarde1148              0     5     6     2     8     6
Vardas1149          Pavarde1149              3     8    10     7     8     5
Vardas1150          Pavarde1150              5     9     1     4     8     3
Vardas1151          Pavarde1151              2     1     0     1     6    10
Vardas1152          Pavarde1152             10     5     8     9     1     4
Vardas1153          Pavarde1153              6     7    10     4     3     2
Vardas1154          Pavarde1154              7     4     1     7     5     5
Vardas1155          Pavarde1155              4     2     0     5     0     3
Vardas1156          Pavarde1156              3    10     3     9     8     6
Vardas1157          Pavarde1157              8     5     2     2     9    10
Vardas1158          Pavarde1158              3     4     3     2     4     8
Vardas1159          Pavarde1159              1    10     9     7     4     3
Vardas1160          Pavarde1160             10     1     9     2     8     3
Vardas1161          Pavarde1161              5     2     6     0     5     5
Vardas1162          Pavarde1162             10     1     3     1     9     1
Vardas1163          Pavarde1163              6     4     3     1     9     9
Vardas1164          Pavarde1164              0     1     8     0     1     7
Vardas1165          Pavarde1165              7     8     6     9     7     6
Vardas1166          Pavarde1166              3     9     6     0     2     7
Vardas1167          Pavarde1167              6     8     1     4     9     3
Vardas1168          Pavarde1168              7     0     4     9    10     9
Vardas1169          Pavarde1169              0     2     0     3     7     1
Vardas1170          Pavarde1170              2     5     8     2     9     9
Vardas1171          Pavarde1171              9     5     6    10     1    10
Vardas1172          Pavarde1172              0     9     5     9     8     2
Vardas1173          Pavarde1173              4     7     9     4     4     5
Vardas1174          Pavarde1174              4     7     3     3     1     4
Vardas1175          Pavarde1175             10    10     9     7     0     6
Vardas1176          Pavarde1176              7     0     8     2     2     3
Vardas1177          Pavarde1177              9     7     2     3     1     4
Vardas1178          Pavarde1178              6     8     5     9     5     5
Vardas1179          Pavarde1179              7     0     7     6     1     1
Vardas1180          Pavarde1180              6     9     0     9    10     0
Vardas1181          Pavarde1181              9     8     5    10     1     5
Vardas1182          Pavarde1182              5     3     1     1    10     3
Vardas1183          Pavarde1183              9     4     1     3     8     1
Vardas1184          Pavarde1184              9     3     0     3     2     7
Vardas1185          Pavarde1185              6     5     4    10     6    10
Vardas1186          Pavarde1186              8     4     4     0     2     9
Vardas1187          Pavarde1187              0     8     2     2     6     1
Vardas1188          Pavarde1188              3     1     0     4     5     6
Vardas1189          Pavarde1189              3     0     3     5     4     1
Vardas1190          Pavarde1190              0     8     0     2     9     5
Vardas1191          Pavarde1191              6     1     1    10     8     1
Vardas1192          Pavarde1192              9    10    10     9     6     6
Vardas1193          Pavarde1193              3     7     6     5     1     7
Vardas1194          Pavarde1194              3     1     7     1     4     4
Vardas1195          Pavarde1195              2     4    10     2    10     1
Vardas1196          Pavarde1196              4     3     7     5     4     1
Vardas1197          Pavarde1197              6     1     3     8     5     0
Vardas1198          Pavarde1198              7     2     6     2     2     0
Vardas1199          Pavarde1199             10     5     7     0     6     8
Vardas1200          Pavarde1200              5     1     8     7     2     1
Vardas1201          Pavarde1201              3     0     5    10     3     0
Vardas1202          Pavarde1202              9     4     9     8     7    10
Vardas1203          Pavarde1203             10    10     1     3     9     9
Vardas1204          Pavarde1204              9    10     6     8     7     6
Vardas1205          Pavarde1205              1     2     4     7     6     9
Vardas1206          Pavarde1206              8     7     7     6     5     3
Vardas1207          Pavarde1207             10     7    10     8    10    10
Vardas1208          Pavarde1208              0     7     4     8     0     9
Vardas1209          Pavarde1209              4     0     9     4     7     2
Vardas1210          Pavarde1210              8     1    10     9     8     3
Vardas1211          Pavarde1211              7     2     9     0     6     5
Vardas1212          Pavarde1212              1     4     7     4     0     1
Vardas1213          Pavarde1213              3     5     9     8     0     1
Vardas1214          Pavarde1214              1     5     5     7     9     8
Vardas1215          Pavarde1215              1     5     8     2     6     0
Vardas1216          Pavarde1216              5     6     9     0     7    10
Vardas1217          Pavarde1217              0     4     2     6     6     9
Vardas1218          Pavarde1218              8     8     1     1     5     9
Vardas1219          Pavarde1219              7     4     9    10     9     2
Vardas1220          Pavarde1220              9     9     0     1     5     9
Vardas1221          Pavarde1221              4     0     3     3     1     3
Vardas1222          Pavarde1222              9     1     5     1     4     5
Vardas1223          Pavarde1223              5     4     7     2     6     8
Vardas1224          Pavarde1224              3     4     0     9     1    10
Vardas1225          Pavarde1225              3     4     7     5     0     9
Vardas1226          Pavarde1226              1     1     7    10     5     2
Vardas1227          Pavarde1227              0     2     8     6     7     0
Vardas1228          Pavarde1228              8    10     2     2    10     1
Vardas1229          Pavarde1229              5     0     9     4     7     9
Vardas1230          Pavarde1230              6     8     6    10     1     9
Vardas1231          Pavarde1231             10    10     4     1     6     2
Vardas1232          Pavarde1232             10     7    10     8    10     6
Vardas1233          Pavarde1233              5    10     2     5     3     6
Vardas1234          Pavarde1234              9     5     7     7     9     6
Vardas1235          Pavarde1235              9     7     1     7     2     1
Vardas1236          Pavarde1236              4     2     0     3     7     7
Vardas1237          Pavarde1237              1    10     0     0     5     8
Vardas1238          Pavarde1238              1     7     4     3     9    10
Vardas1239          Pavarde1239              1     1    10     2     7     2
Vardas1240          Pavarde1240              1     4     0     6     7     2
Vardas1241          Pavarde1241              2     8     6     2    10     2
Vardas1242          Pavarde1242              1     3     9     2    10     9
Vardas1243          Pavarde1243              5     6     2     2     2     6
Vardas1244          Pavarde1244             10     2    10     6     9     8
Vardas1245          Pavarde1245              0     5     3     3     3    10
Vardas1246          Pavarde1246              5     2     1     1    10     6
Vardas1247          Pavarde1247              5     2     3     1     6     2
Vardas1248          Pavarde1248              1     0     1    10     9     4
Vardas1249          Pavarde1249              0     3     8     2     8     5
Vardas1250          Pavarde1250              9     9     0     0     6     0
Vardas1251          Pavarde1251              5     6     5     6     7    10
Vardas1252          Pavarde1252              8     2     0     7     4     2
Vardas1253          Pavarde1253              5     9    10     6     4     9
Vardas1254          Pavarde1254              2     2     1    10     6     6
Vardas1255          Pavarde1255              8     9     2     1     9     3
Vardas1256          Pavarde1256              9     2     4    10     3     7
Vardas1257          Pavarde1257              0     3     6     5     1     0
Vardas1258          Pavarde1258              1    10     5     6     1     7
Vardas1259          Pavarde1259              7     0     1     0     6     9
Vardas1260          Pavarde1260              0     7     6    10     2     5
Vardas1261          Pavarde1261              3     0     1     5     6     1
Vardas1262          Pavarde1262              9     8     5    10     9     7
Vardas1263          Pavarde1263              9     7     9     0     1     0
Vardas1264          Pavarde1264              3     0     8     8     0     2
Vardas1265          Pavarde1265              1     6     6     5     9     8
Vardas1266          Pavarde1266              3     4     5     7    10     7
Vardas1267          Pavarde1267              8     2    10     8    10     1
Vardas1268          Pavarde1268              1     7     4    10     7     1
Vardas1269          Pavarde1269              7     4     2     0    10     4
Vardas1270          Pavarde1270              9     9     5     4    10     9
Vardas1271          Pavarde1271              0     4     1     1     8     6
Vardas1272          Pavarde1272              3     6     9     3     8     2
Vardas1273          Pavarde1273              5     2     3    10     4     0
Vardas1274          Pavarde1274              1     4    10     6     8    10
Vardas1275          Pavarde1275              5     0     3     6     4     6
Vardas1276          Pavarde1276              9     1     6     0     0     4
Vardas1277          Pavarde1277             10     3     8     0     4     3
Vardas1278          Pavarde1278              4     5     7     3    10     0
Vardas1279          Pavarde1279              9     7     3     2     7     6
Vardas1280          Pavarde1280              9     6     5     4     5     9
Vardas1281          Pavarde1281              0     4     1     5     4     5
Vardas1282          Pavarde1282             10     0     2     3     8    10
Vardas1283          Pavarde1283              1     4     0     7     1     1
Vardas1284          Pavarde1284              2     9     2     4    10    10
Vardas1285          Pavarde1285              3     2     5     7     8     2
Vardas1286          Pavarde1286              1    10     8     3     8     0
Vardas1287          Pavarde1287              8     8     5     3     9     9
Vardas1288          Pavarde1288             10     5    10     5     0     5
Vardas1289          Pavarde1289              3     5     9     2    10    10
Vardas1290          Pavarde1290              5     3     3     4     9     5
Vardas1291          Pavarde1291              2     0     6     6     7     5
Vardas1292          Pavarde1292              8     3     2    10     8     3
Vardas1293          Pavarde1293              9     5    10     3     6     3
Vardas1294          Pavarde1294              9     5     5     9     0     8
Vardas1295          Pavarde1295              4     4     9     1     7    10
Vardas1296          Pavarde1296              2    10     3    10    10     6
Vardas1297          Pavarde1297              8    10     3     5     9    10
Vardas1298          Pavarde1298              6     7     2     3     6     8
Vardas1299          Pavarde1299              7     2    10     8     5     4
Vardas1300          Pavarde1300              0     4     6     9     5     9
Vardas1301          Pavarde1301             10     8    10     0     6     0
Vardas1302          Pavarde1302              8     1     5     1     6     9
Vardas1303          Pavarde1303             10     5     2     2     4     7
Vardas1304          Pavarde1304              7     0     4     8     0     6
Vardas1305          Pavarde1305              9     2     0     3     4     4
Vardas1306          Pavarde1306              6     5     4     4     4    10
Vardas1307          Pavarde1307              4     5     0     3    10    10
Vardas1308          Pavarde1308             10     2     8     6     6     9
Vardas1309          Pavarde1309              4    10     3    10     0    10
Vardas1310          Pavarde1310              6     1     8     5     5     0
Vardas1311          Pavarde1311              8     3    10     9     4     8
Vardas1312          Pavarde1312              0     3     8     4     7     7
Vardas1313          Pavarde1313              2     7     9     0     9     0
Vardas1314          Pavarde1314              2     7     2     2     5     0
Vardas1315          Pavarde1315              7     4     6     1     2     3
Vardas1316          Pavarde1316              7     0     3     2     8     6
Vardas1317          Pavarde1317              1     6     5     6     7     7
Vardas1318          Pavarde1318             10     0     8     4     7     4
Vardas1319          Pavarde1319              0     6     2     3     5     9
Vardas1320          Pavarde1320              3     6     2     1     9     4
Vardas1321          Pavarde1321              5     6     3     2     5     8
Vardas1322          Pavarde1322             10    10     3     6     6     8
Vardas1323          Pavarde1323              0     6     8     4     7     0
Vardas1324          Pavarde1324             10     5     4     0     3     2
Vardas1325          Pavarde1325             10     9     1     7     4     8
Vardas1326          Pavarde1326              5     1     1     6    10     5
Vardas1327          Pavarde1327              7     5     0     0     8     3
Vardas1328          Pavarde1328              0    10     5     8     8     9
Vardas1329          Pavarde1329              0     7     7     8     6     0
Vardas1330          Pavarde1330              8     3     0     4     2    10
Vardas1331          Pavarde1331              8     0     3     5     0     2
Vardas1332          Pavarde1332              4     4     0     6     2     2
Vardas1333          Pavarde1333              2     2     7     4     5     7
Vardas1334          Pavarde1334              9     8     6     3     4     7
Vardas1335          Pavarde1335              1     5     6     6     1     7
Vardas1336          Pavarde1336             10     9     9     7     8    10
Vardas1337          Pavarde1337              5     5     5     2     6     9
Vardas1338          Pavarde1338              0     2     2     3     5    10
Vardas1339          Pavarde1339              4     8    10     8     1     9
Vardas1340          Pavarde1340              1     4     6     9     0     4
Vardas1341          Pavarde1341              1     6    10     6     8     4
Vardas1342          Pavarde1342              9     2     0     3     1    10
Vardas1343          Pavarde1343              2     3     9     0     8     9
Vardas1344          Pavarde1344              6    10     6     3     3     7
Vardas1345          Pavarde1345              0     3     8     7     4    10
Vardas1346          Pavarde1346              6     3     2     4    10    10
Vardas1347          Pavarde1347              9     7     3     3     7     5
Vardas1348          Pavarde1348              3    10     6     7     5     8
Vardas1349          Pavarde1349              4     4     3     7     9     9
Vardas1350          Pavarde1350              8     5     8     6     5     1
Vardas1351          Pavarde1351              3     1     4    10     1     0
Vardas1352          Pavarde1352              5     7    10     3     1     4
Vardas1353          Pavarde1353              7     0     2     0     2     0
Vardas1354          Pavarde1354              5     6     9     6     7     1
Vardas1355          Pavarde1355              3     5    10     7     5     5
Vardas1356          Pavarde1356              2     9     5     3     1     2
Vardas1357          Pavarde1357              6     3     4     9    10     7
Vardas1358          Pavarde1358              0     7     7     7     0     1
Vardas1359          Pavarde1359              6     9     0     2     1     7
Vardas1360          Pavarde1360              1    10     5     9     7     5
Vardas1361          Pavarde1361              4     8     5     0    10     7
Vardas1362          Pavarde1362              5     4     0     3     5     8
Vardas1363          Pavarde1363              3     5     7    10     7     4
Vardas1364          Pavarde1364              1     1     9     3     5     4
Vardas1365          Pavarde1365              8     1     2     6     0     8
Vardas1366          Pavarde1366              0     7     2     3     5     2
Vardas1367          Pavarde1367              0     1    10     9     0     1
Vardas1368          Pavarde1368              0    10     8    10     0    10
Vardas1369          Pavarde1369              0     9     8     4     3     9
Vardas1370          Pavarde1370              2     0     4     6     3     1
Vardas1371          Pavarde1371              5    10    10     2     8    10
Vardas1372          Pavarde1372              7     9     4     8     6     1
Vardas1373          Pavarde1373              6     4     0     0     6     0
Vardas1374          Pavarde1374              4     6     3     9     4     4
Vardas1375          Pavarde1375              5     3     2     4     4     1
Vardas1376          Pavarde1376              1     4    10     2     4     1
Vardas1377          Pavarde1377              5     3     7     0     4     4
