Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde14687   Vardas14687    5.60                          
Pavarde14688   Vardas14688    5.48                          
Pavarde14691   Vardas14691    8.20                          
Pavarde14695   Vardas14695    7.80                          
Pavarde14696   Vardas14696    6.04                          
Pavarde14697   Vardas14697    6.16                          
Pavarde14701   Vardas14701    5.36                          
Pavarde14703   Vardas14703    6.52                          
Pavarde14706   Vardas14706    5.80                          
Pavarde14708   Vardas14708    7.16                          
Pavarde14709   Vardas14709    5.08                          
Pavarde14711   Vardas14711    7.28                          
Pavarde14712   Vardas14712    6.56                          
Pavarde14713   Vardas14713    7.44                          
Pavarde14716   Vardas14716    7.08                          
Pavarde14718   Vardas14718    8.20                          
Pavarde14719   Vardas14719    5.60                          
Pavarde14727   Vardas14727    5.36                          
Pavarde14729   Vardas14729    7.20                          
Pavarde14731   Vardas14731    5.44                          
Pavarde14732   Vardas14732    7.04                          
Pavarde14733   Vardas14733    5.60                          
Pavarde14734   Vardas14734    8.36                          
Pavarde14738   Vardas14738    5.16                          
Pavarde14739   Vardas14739    6.20                          
Pavarde14741   Vardas14741    6.84                          
Pavarde14745   Vardas14745    6.76                          
Pavarde14748   Vardas14748    5.68                          
Pavarde14754   Vardas14754    6.00                          
Pavarde14757   Vardas14757    6.80                          
Pavarde14761   Vardas14761    5.04                          
Pavarde14764   Vardas14764    5.08                          
Pavarde14766   Vardas14766    5.68                          
Pavarde14770   Vardas14770    5.80                          
Pavarde14775   Vardas14775    5.72                          
Pavarde14776   Vardas14776    6.20                          
Pavarde14778   Vardas14778    6.00                          
Pavarde14781   Vardas14781    5.32                          
Pavarde14783   Vardas14783    5.08                          
Pavarde14784   Vardas14784    5.12                          
Pavarde14786   Vardas14786    5.68                          
Pavarde14789   Vardas14789    6.12                          
Pavarde14790   Vardas14790    5.08                          
Pavarde14792   Vardas14792    7.08                          
Pavarde14793   Vardas14793    6.88                          
Pavarde14794   Vardas14794    5.76                          
Pavarde14799   Vardas14799    6.44                          
Pavarde14801   Vardas14801    5.72                          
Pavarde14806   Vardas14806    5.72                          
Pavarde14807   Vardas14807    7.16                          
Pavarde14808   Vardas14808    5.00                          
Pavarde14812   Vardas14812    5.64                          
Pavarde14817   Vardas14817    6.72                          
Pavarde14821   Vardas14821    6.44                          
Pavarde14824   Vardas14824    5.12                          
Pavarde14825   Vardas14825    7.56                          
Pavarde14826   Vardas14826    5.28                          
Pavarde14828   Vardas14828    6.40                          
Pavarde14829   Vardas14829    7.72                          
Pavarde14831   Vardas14831    7.32                          
Pavarde14834   Vardas14834    6.76                          
Pavarde14835   Vardas14835    5.24                          
Pavarde14836   Vardas14836    6.56                          
Pavarde14841   Vardas14841    7.64                          
Pavarde14847   Vardas14847    7.72                          
Pavarde14849   Vardas14849    5.20                          
Pavarde14850   Vardas14850    7.12                          
Pavarde14851   Vardas14851    7.72                          
Pavarde14855   Vardas14855    6.48                          
Pavarde14858   Vardas14858    7.80                          
Pavarde14859   Vardas14859    5.28                          
Pavarde14864   Vardas14864    7.04                          
Pavarde14865   Vardas14865    5.92                          
Pavarde14866   Vardas14866    7.64                          
Pavarde14868   Vardas14868    5.32                          
Pavarde14869   Vardas14869    5.76                          
Pavarde14870   Vardas14870    7.24                          
Pavarde14873   Vardas14873    7.08                          
Pavarde14879   Vardas14879    5.52                          
Pavarde14882   Vardas14882    6.36                          
Pavarde14884   Vardas14884    6.00                          
Pavarde14885   Vardas14885    7.12                          
Pavarde14887   Vardas14887    7.24                          
Pavarde14892   Vardas14892    5.00                          
Pavarde14896   Vardas14896    6.32                          
Pavarde14898   Vardas14898    5.08                          
Pavarde14905   Vardas14905    5.32                          
Pavarde14912   Vardas14912    5.44                          
Pavarde14913   Vardas14913    5.32                          
Pavarde14915   Vardas14915    5.56                          
Pavarde14917   Vardas14917    6.12                          
Pavarde14919   Vardas14919    7.04                          
Pavarde14920   Vardas14920    6.08                          
Pavarde14923   Vardas14923    6.16                          
Pavarde14928   Vardas14928    5.48                          
Pavarde14929   Vardas14929    6.88                          
Pavarde14930   Vardas14930    7.20                          
Pavarde14931   Vardas14931    6.20                          
Pavarde14932   Vardas14932    7.24                          
Pavarde14935   Vardas14935    5.96                          
Pavarde14937   Vardas14937    6.20                          
Pavarde14939   Vardas14939    7.32                          
Pavarde14940   Vardas14940    5.80                          
Pavarde14942   Vardas14942    6.64                          
Pavarde14947   Vardas14947    6.84                          
Pavarde14953   Vardas14953    5.60                          
Pavarde14955   Vardas14955    7.24                          
Pavarde14956   Vardas14956    5.80                          
Pavarde14959   Vardas14959    5.88                          
Pavarde14963   Vardas14963    5.24                          
Pavarde14964   Vardas14964    5.20                          
Pavarde14965   Vardas14965    5.56                          
Pavarde14967   Vardas14967    5.88                          
Pavarde14968   Vardas14968    5.12                          
Pavarde14969   Vardas14969    6.20                          
Pavarde14970   Vardas14970    7.16                          
Pavarde14974   Vardas14974    6.64                          
Pavarde14976   Vardas14976    6.28                          
Pavarde14980   Vardas14980    7.64                          
Pavarde14984   Vardas14984    7.24                          
Pavarde14985   Vardas14985    5.28                          
Pavarde14986   Vardas14986    5.52                          
Pavarde14989   Vardas14989    6.52                          
Pavarde14992   Vardas14992    6.28                          
Pavarde14994   Vardas14994    6.48                          
Pavarde14995   Vardas14995    6.16                          
Pavarde14999   Vardas14999    5.36                          
Pavarde15001   Vardas15001    7.04                          
Pavarde15002   Vardas15002    6.04                          
Pavarde15006   Vardas15006    5.24                          
Pavarde15007   Vardas15007    5.24                          
Pavarde15008   Vardas15008    7.48                          
Pavarde15011   Vardas15011    7.16                          
Pavarde15013   Vardas15013    6.92                          
Pavarde15014   Vardas15014    6.76                          
Pavarde15018   Vardas15018    6.80                          
Pavarde15024   Vardas15024    5.36                          
Pavarde15026   Vardas15026    5.80                          
Pavarde15030   Vardas15030    6.60                          
Pavarde15033   Vardas15033    5.68                          
Pavarde15035   Vardas15035    5.16                          
Pavarde15041   Vardas15041    7.20                          
Pavarde15043   Vardas15043    6.60                          
Pavarde15045   Vardas15045    6.24                          
Pavarde15046   Vardas15046    5.68                          
Pavarde15048   Vardas15048    5.12                          
Pavarde15050   Vardas15050    5.16                          
Pavarde15052   Vardas15052    6.08                          
Pavarde15054   Vardas15054    7.00                          
Pavarde15055   Vardas15055    6.52                          
Pavarde15057   Vardas15057    7.36                          
Pavarde15058   Vardas15058    5.32                          
Pavarde15059   Vardas15059    6.64                          
Pavarde15060   Vardas15060    5.68                          
Pavarde15064   Vardas15064    7.96                          
Pavarde15065   Vardas15065    7.44                          
Pavarde15066   Vardas15066    5.16                          
Pavarde15067   Vardas15067    7.16                          
Pavarde15068   Vardas15068    6.96                          
Pavarde15070   Vardas15070    7.40                          
Pavarde15071   Vardas15071    7.04                          
Pavarde15073   Vardas15073    7.88                          
Pavarde15074   Vardas15074    5.72                          
Pavarde15075   Vardas15075    6.36                          
Pavarde15080   Vardas15080    8.04                          
Pavarde15081   Vardas15081    6.04                          
Pavarde15083   Vardas15083    5.32                          
Pavarde15085   Vardas15085    6.40                          
Pavarde15087   Vardas15087    7.72                          
Pavarde15088   Vardas15088    7.00                          
Pavarde15089   Vardas15089    6.92                          
Pavarde15090   Vardas15090    7.44                          
Pavarde15091   Vardas15091    5.84                          
Pavarde15092   Vardas15092    7.68                          
Pavarde15093   Vardas15093    6.52                          
Pavarde15096   Vardas15096    5.80                          
Pavarde15101   Vardas15101    7.04                          
Pavarde15106   Vardas15106    6.40                          
Pavarde15110   Vardas15110    6.84                          
Pavarde15111   Vardas15111    7.56                          
Pavarde15112   Vardas15112    7.56                          
Pavarde15115   Vardas15115    7.80                          
Pavarde15116   Vardas15116    5.88                          
Pavarde15117   Vardas15117    5.24                          
Pavarde15118   Vardas15118    7.16                          
Pavarde15119   Vardas15119    5.04                          
Pavarde15121   Vardas15121    6.92                          
Pavarde15123   Vardas15123    6.32                          
Pavarde15124   Vardas15124    7.04                          
Pavarde15131   Vardas15131    5.40                          
Pavarde15132   Vardas15132    5.84                          
Pavarde15134   Vardas15134    6.92                          
Pavarde15135   Vardas15135    6.04                          
Pavarde15137   Vardas15137    5.44                          
Pavarde15138   Vardas15138    6.40                          
Pavarde15139   Vardas15139    7.16                          
Pavarde15142   Vardas15142    5.92                          
Pavarde15143   Vardas15143    5.48                          
Pavarde15144   Vardas15144    5.28                          
Pavarde15145   Vardas15145    7.40                          
Pavarde15146   Vardas15146    6.56                          
Pavarde15148   Vardas15148    7.24                          
Pavarde15152   Vardas15152    5.64                          
Pavarde15153   Vardas15153    5.04                          
Pavarde15156   Vardas15156    6.16                          
Pavarde15160   Vardas15160    6.72                          
Pavarde15162   Vardas15162    6.56                          
Pavarde15163   Vardas15163    7.32                          
Pavarde15165   Vardas15165    6.72                          
Pavarde15168   Vardas15168    6.92                          
Pavarde15169   Vardas15169    8.28                          
Pavarde15172   Vardas15172    6.04                          
Pavarde15173   Vardas15173    5.12                          
Pavarde15176   Vardas15176    5.88                          
Pavarde15178   Vardas15178    6.64                          
Pavarde15179   Vardas15179    6.20                          
Pavarde15185   Vardas15185    5.32                          
Pavarde15186   Vardas15186    5.08                          
Pavarde15194   Vardas15194    8.04                          
Pavarde15196   Vardas15196    6.72                          
Pavarde15197   Vardas15197    7.96                          
Pavarde15198   Vardas15198    5.64                          
Pavarde15199   Vardas15199    6.72                          
Pavarde15204   Vardas15204    6.04                          
Pavarde15205   Vardas15205    6.36                          
Pavarde15208   Vardas15208    5.40                          
Pavarde15214   Vardas15214    7.60                          
Pavarde15220   Vardas15220    5.88                          
Pavarde15225   Vardas15225    5.04                          
Pavarde15228   Vardas15228    6.96                          
Pavarde15229   Vardas15229    5.84                          
Pavarde15233   Vardas15233    6.92                          
Pavarde15236   Vardas15236    6.36                          
Pavarde15240   Vardas15240    6.40                          
Pavarde15241   Vardas15241    6.48                          
Pavarde15242   Vardas15242    7.08                          
Pavarde15244   Vardas15244    7.24                          
Pavarde15245   Vardas15245    6.08                          
Pavarde15246   Vardas15246    5.72                          
Pavarde15247   Vardas15247    6.20                          
Pavarde15250   Vardas15250    6.20                          
Pavarde15252   Vardas15252    7.24                          
Pavarde15253   Vardas15253    5.16                          
Pavarde15254   Vardas15254    5.52                          
Pavarde15257   Vardas15257    7.16                          
Pavarde15259   Vardas15259    6.44                          
Pavarde15261   Vardas15261    5.00                          
Pavarde15264   Vardas15264    6.76                          
Pavarde15267   Vardas15267    5.28                          
Pavarde15271   Vardas15271    5.36                          
Pavarde15272   Vardas15272    5.00                          
Pavarde15274   Vardas15274    5.68                          
Pavarde15275   Vardas15275    7.08                          
Pavarde15277   Vardas15277    6.84                          
Pavarde15280   Vardas15280    6.68                          
Pavarde15281   Vardas15281    5.48                          
Pavarde15284   Vardas15284    6.00                          
Pavarde15289   Vardas15289    6.20                          
Pavarde15293   Vardas15293    6.32                          
Pavarde15295   Vardas15295    5.72                          
Pavarde15296   Vardas15296    5.24                          
Pavarde15298   Vardas15298    5.52                          
Pavarde15299   Vardas15299    6.24                          
Pavarde15301   Vardas15301    5.08                          
Pavarde15303   Vardas15303    7.64                          
Pavarde15305   Vardas15305    7.12                          
Pavarde15308   Vardas15308    6.08                          
Pavarde15310   Vardas15310    5.00                          
Pavarde15311   Vardas15311    5.96                          
Pavarde15313   Vardas15313    5.28                          
Pavarde15314   Vardas15314    6.88                          
Pavarde15316   Vardas15316    5.08                          
Pavarde15317   Vardas15317    6.88                          
Pavarde15320   Vardas15320    5.24                          
Pavarde15322   Vardas15322    7.32                          
Pavarde15324   Vardas15324    6.84                          
Pavarde15325   Vardas15325    7.04                          
Pavarde15328   Vardas15328    5.04                          
Pavarde15329   Vardas15329    6.76                          
Pavarde15334   Vardas15334    5.84                          
Pavarde15336   Vardas15336    7.12                          
Pavarde15338   Vardas15338    7.88                          
Pavarde15340   Vardas15340    5.44                          
Pavarde15343   Vardas15343    5.00                          
Pavarde15344   Vardas15344    6.64                          
Pavarde15345   Vardas15345    6.68                          
Pavarde15346   Vardas15346    6.28                          
Pavarde15347   Vardas15347    5.04                          
Pavarde15348   Vardas15348    7.72                          
Pavarde15349   Vardas15349    7.64                          
Pavarde15353   Vardas15353    5.60                          
Pavarde15355   Vardas15355    6.40                          
Pavarde15356   Vardas15356    6.92                          
Pavarde15357   Vardas15357    5.88                          
Pavarde15360   Vardas15360    5.76                          
Pavarde15361   Vardas15361    7.48                          
Pavarde15362   Vardas15362    6.12                          
Pavarde15365   Vardas15365    7.16                          
Pavarde15367   Vardas15367    7.80                          
Pavarde15368   Vardas15368    5.84                          
Pavarde15370   Vardas15370    5.12                          
Pavarde15375   Vardas15375    5.60                          
Pavarde15383   Vardas15383    7.20                          
Pavarde15385   Vardas15385    7.36                          
Pavarde15391   Vardas15391    7.56                          
Pavarde15392   Vardas15392    5.00                          
Pavarde15393   Vardas15393    5.96                          
Pavarde15395   Vardas15395    7.64                          
Pavarde15398   Vardas15398    5.60                          
Pavarde15401   Vardas15401    5.16                          
Pavarde15405   Vardas15405    5.36                          
Pavarde15406   Vardas15406    6.52                          
Pavarde15408   Vardas15408    8.12                          
Pavarde15410   Vardas15410    7.40                          
Pavarde15412   Vardas15412    7.64                          
Pavarde15414   Vardas15414    6.68                          
Pavarde15415   Vardas15415    7.16                          
Pavarde15416   Vardas15416    6.16                          
Pavarde15417   Vardas15417    6.12                          
Pavarde15418   Vardas15418    8.08                          
Pavarde15419   Vardas15419    5.64                          
Pavarde15421   Vardas15421    7.16                          
Pavarde15423   Vardas15423    7.40                          
Pavarde15424   Vardas15424    7.32                          
Pavarde15426   Vardas15426    7.92                          
Pavarde15427   Vardas15427    7.76                          
Pavarde15432   Vardas15432    7.12                          
Pavarde15437   Vardas15437    7.40                          
Pavarde15439   Vardas15439    6.08                          
Pavarde15445   Vardas15445    5.08                          
Pavarde15446   Vardas15446    5.80                          
Pavarde15455   Vardas15455    7.40                          
Pavarde15456   Vardas15456    7.32                          
Pavarde15457   Vardas15457    5.16                          
Pavarde15458   Vardas15458    6.08                          
Pavarde15460   Vardas15460    5.64                          
Pavarde15463   Vardas15463    7.48                          
Pavarde15466   Vardas15466    5.64                          
Pavarde15470   Vardas15470    6.72                          
Pavarde15471   Vardas15471    5.40                          
Pavarde15475   Vardas15475    7.32                          
Pavarde15476   Vardas15476    5.12                          
Pavarde15477   Vardas15477    5.72                          
Pavarde15480   Vardas15480    6.88                          
Pavarde15481   Vardas15481    5.00                          
Pavarde15484   Vardas15484    6.04                          
Pavarde15486   Vardas15486    6.16                          
Pavarde15489   Vardas15489    5.68                          
Pavarde15490   Vardas15490    7.88                          
Pavarde15491   Vardas15491    5.72                          
Pavarde15495   Vardas15495    5.24                          
Pavarde15496   Vardas15496    6.92                          
Pavarde15505   Vardas15505    6.52                          
Pavarde15509   Vardas15509    6.00                          
Pavarde15510   Vardas15510    7.56                          
Pavarde15513   Vardas15513    6.16                          
Pavarde15515   Vardas15515    5.08                          
Pavarde15517   Vardas15517    5.08                          
Pavarde15522   Vardas15522    7.16                          
Pavarde15524   Vardas15524    5.96                          
Pavarde15531   Vardas15531    6.16                          
Pavarde15532   Vardas15532    7.36                          
Pavarde15533   Vardas15533    6.84                          
Pavarde15535   Vardas15535    6.16                          
Pavarde15536   Vardas15536    5.88                          
Pavarde15537   Vardas15537    6.92                          
Pavarde15541   Vardas15541    8.12                          
Pavarde15542   Vardas15542    6.08                          
Pavarde15544   Vardas15544    7.80                          
Pavarde15546   Vardas15546    6.68                          
Pavarde15551   Vardas15551    6.56                          
Pavarde15552   Vardas15552    7.64                          
Pavarde15555   Vardas15555    5.28                          
Pavarde15559   Vardas15559    6.68                          
Pavarde15560   Vardas15560    5.92                          
Pavarde15563   Vardas15563    6.68                          
Pavarde15568   Vardas15568    5.24                          
Pavarde15570   Vardas15570    6.52                          
Pavarde15572   Vardas15572    6.16                          
Pavarde15579   Vardas15579    5.60                          
Pavarde15580   Vardas15580    5.36                          
Pavarde15585   Vardas15585    6.40                          
Pavarde15587   Vardas15587    7.08                          
Pavarde15588   Vardas15588    5.40                          
Pavarde15589   Vardas15589    6.52                          
Pavarde15590   Vardas15590    6.80                          
Pavarde15593   Vardas15593    7.56                          
Pavarde15594   Vardas15594    6.40                          
Pavarde15597   Vardas15597    5.96                          
Pavarde15598   Vardas15598    6.44                          
Pavarde15601   Vardas15601    5.84                          
Pavarde15603   Vardas15603    5.56                          
Pavarde15605   Vardas15605    6.44                          
Pavarde15612   Vardas15612    5.56                          
Pavarde15615   Vardas15615    6.48                          
Pavarde15616   Vardas15616    6.80                          
Pavarde15622   Vardas15622    6.40                          
Pavarde15623   Vardas15623    7.20                          
Pavarde15624   Vardas15624    7.08                          
Pavarde15626   Vardas15626    7.32                          
Pavarde15628   Vardas15628    7.32                          
Pavarde15629   Vardas15629    7.16                          
Pavarde15635   Vardas15635    7.80                          
Pavarde15637   Vardas15637    5.40                          
Pavarde15638   Vardas15638    6.24                          
Pavarde15641   Vardas15641    6.36                          
Pavarde15642   Vardas15642    5.48                          
Pavarde15652   Vardas15652    5.64                          
Pavarde15654   Vardas15654    6.60                          
Pavarde15659   Vardas15659    7.04                          
Pavarde15660   Vardas15660    7.96                          
Pavarde15663   Vardas15663    6.56                          
Pavarde15665   Vardas15665    7.24                          
Pavarde15668   Vardas15668    7.52                          
Pavarde15673   Vardas15673    6.56                          
Pavarde15675   Vardas15675    7.40                          
Pavarde15676   Vardas15676    7.72                          
Pavarde15682   Vardas15682    7.12                          
Pavarde15684   Vardas15684    5.76                          
Pavarde15685   Vardas15685    6.80                          
Pavarde15687   Vardas15687    7.48                          
Pavarde15689   Vardas15689    5.84                          
Pavarde15690   Vardas15690    5.08                          
Pavarde15691   Vardas15691    6.40                          
Pavarde15693   Vardas15693    6.68                          
Pavarde15699   Vardas15699    7.32                          
Pavarde15705   Vardas15705    6.96                          
Pavarde15710   Vardas15710    7.96                          
Pavarde15715   Vardas15715    6.48                          
Pavarde15717   Vardas15717    7.32                          
Pavarde15719   Vardas15719    6.12                          
Pavarde15720   Vardas15720    6.68                          
Pavarde15721   Vardas15721    6.08                          
Pavarde15722   Vardas15722    6.24                          
Pavarde15723   Vardas15723    5.96                          
Pavarde15725   Vardas15725    6.12                          
Pavarde15728   Vardas15728    5.60                          
Pavarde15730   Vardas15730    7.04                          
Pavarde15732   Vardas15732    6.16                          
Pavarde15733   Vardas15733    5.88                          
Pavarde15734   Vardas15734    5.40                          
Pavarde15740   Vardas15740    6.24                          
Pavarde15743   Vardas15743    6.64                          
Pavarde15746   Vardas15746    6.04                          
Pavarde15747   Vardas15747    7.16                          
Pavarde15754   Vardas15754    5.92                          
Pavarde15755   Vardas15755    6.92                          
Pavarde15756   Vardas15756    6.92                          
Pavarde15759   Vardas15759    5.40                          
Pavarde15761   Vardas15761    5.32                          
Pavarde15766   Vardas15766    7.88                          
Pavarde15770   Vardas15770    6.16                          
Pavarde15771   Vardas15771    5.08                          
Pavarde15772   Vardas15772    5.24                          
Pavarde15777   Vardas15777    7.56                          
Pavarde15778   Vardas15778    6.44                          
Pavarde15782   Vardas15782    5.96                          
Pavarde15784   Vardas15784    7.32                          
Pavarde15785   Vardas15785    5.52                          
Pavarde15786   Vardas15786    6.64                          
Pavarde15789   Vardas15789    5.04                          
Pavarde15790   Vardas15790    6.24                          
Pavarde15791   Vardas15791    6.48                          
Pavarde15796   Vardas15796    5.44                          
Pavarde15797   Vardas15797    5.72                          
Pavarde15799   Vardas15799    5.56                          
Pavarde15800   Vardas15800    5.00                          
Pavarde15803   Vardas15803    6.64                          
Pavarde15805   Vardas15805    5.92                          
Pavarde15807   Vardas15807    5.56                          
Pavarde15813   Vardas15813    6.88                          
Pavarde15814   Vardas15814    5.28                          
Pavarde15816   Vardas15816    7.56                          
Pavarde15818   Vardas15818    6.00                          
Pavarde15821   Vardas15821    7.52                          
Pavarde15822   Vardas15822    6.52                          
Pavarde15826   Vardas15826    7.52                          
Pavarde15827   Vardas15827    7.88                          
Pavarde15828   Vardas15828    6.20                          
Pavarde15830   Vardas15830    5.20                          
Pavarde15832   Vardas15832    7.16                          
Pavarde15833   Vardas15833    5.00                          
Pavarde15836   Vardas15836    6.32                          
Pavarde15838   Vardas15838    6.20                          
Pavarde15840   Vardas15840    6.04                          
Pavarde15843   Vardas15843    7.96                          
Pavarde15844   Vardas15844    6.44                          
Pavarde15848   Vardas15848    5.84                          
Pavarde15849   Vardas15849    5.20                          
Pavarde15850   Vardas15850    6.00                          
Pavarde15852   Vardas15852    6.92                          
Pavarde15853   Vardas15853    6.08                          
Pavarde15857   Vardas15857    6.08                          
Pavarde15858   Vardas15858    5.64                          
Pavarde15862   Vardas15862    5.76                          
Pavarde15863   Vardas15863    6.84                          
Pavarde15864   Vardas15864    5.64                          
Pavarde15865   Vardas15865    6.32                          
Pavarde15871   Vardas15871    5.40                          
Pavarde15872   Vardas15872    7.88                          
Pavarde15876   Vardas15876    7.40                          
Pavarde15879   Vardas15879    5.92                          
Pavarde15880   Vardas15880    7.12                          
Pavarde15885   Vardas15885    7.16                          
Pavarde15886   Vardas15886    7.28                          
Pavarde15890   Vardas15890    5.60                          
Pavarde15893   Vardas15893    7.88                          
Pavarde15895   Vardas15895    6.12                          
Pavarde15896   Vardas15896    5.28                          
Pavarde15904   Vardas15904    5.52                          
Pavarde15905   Vardas15905    6.88                          
Pavarde15908   Vardas15908    6.68                          
Pavarde15909   Vardas15909    7.72                          
Pavarde15910   Vardas15910    6.76                          
Pavarde15916   Vardas15916    6.64                          
Pavarde15917   Vardas15917    6.76                          
Pavarde15918   Vardas15918    7.16                          
Pavarde15924   Vardas15924    7.44                          
Pavarde15925   Vardas15925    5.64                          
Pavarde15926   Vardas15926    5.84                          
Pavarde15929   Vardas15929    5.32                          
Pavarde15931   Vardas15931    8.28                          
Pavarde15936   Vardas15936    5.04                          
Pavarde15940   Vardas15940    5.36                          
Pavarde15941   Vardas15941    7.64                          
Pavarde15942   Vardas15942    7.48                          
Pavarde15947   Vardas15947    6.92                          
Pavarde15951   Vardas15951    5.28                          
Pavarde15954   Vardas15954    6.04                          
Pavarde15956   Vardas15956    5.04                          
Pavarde15957   Vardas15957    6.88                          
Pavarde15959   Vardas15959    5.48                          
Pavarde15960   Vardas15960    5.56                          
Pavarde15961   Vardas15961    7.04                          
Pavarde15962   Vardas15962    5.20                          
Pavarde15965   Vardas15965    5.84                          
Pavarde15967   Vardas15967    7.08                          
Pavarde15968   Vardas15968    6.40                          
Pavarde15969   Vardas15969    6.56                          
Pavarde15973   Vardas15973    5.40                          
Pavarde15977   Vardas15977    6.60                          
Pavarde15979   Vardas15979    6.00                          
Pavarde15982   Vardas15982    6.00                          
Pavarde15984   Vardas15984    6.12                          
Pavarde15988   Vardas15988    6.12                          
Pavarde15992   Vardas15992    7.12                          
Pavarde15993   Vardas15993    7.00                          
Pavarde15998   Vardas15998    6.92                          
Pavarde15999   Vardas15999    5.64                          
Pavarde16000   Vardas16000    7.16                          
Pavarde16001   Vardas16001    6.36                          
Pavarde16002   Vardas16002    6.44                          
Pavarde16005   Vardas16005    6.12                          
Pavarde16006   Vardas16006    5.20                          
Pavarde16010   Vardas16010    7.24                          
Pavarde16013   Vardas16013    6.16                          
Pavarde16015   Vardas16015    5.32                          
Pavarde16023   Vardas16023    7.48                          
Pavarde16025   Vardas16025    6.00                          
Pavarde16026   Vardas16026    5.60                          
Pavarde16030   Vardas16030    5.76                          
Pavarde16031   Vardas16031    6.68                          
Pavarde16032   Vardas16032    7.24                          
Pavarde16038   Vardas16038    7.36                          
Pavarde16039   Vardas16039    5.76                          
Pavarde16041   Vardas16041    7.00                          
Pavarde16046   Vardas16046    5.68                          
Pavarde16048   Vardas16048    6.88                          
Pavarde16049   Vardas16049    6.88                          
Pavarde16051   Vardas16051    5.64                          
Pavarde16057   Vardas16057    5.56                          
Pavarde16060   Vardas16060    5.60                          
Pavarde16070   Vardas16070    6.72                          
Pavarde16071   Vardas16071    6.00                          
Pavarde16073   Vardas16073    7.44                          
Pavarde16075   Vardas16075    5.12                          
Pavarde16079   Vardas16079    7.64                          
Pavarde16083   Vardas16083    6.64                          
Pavarde16085   Vardas16085    6.04                          
Pavarde16090   Vardas16090    5.32                          
Pavarde16094   Vardas16094    7.44                          
Pavarde16095   Vardas16095    6.00                          
Pavarde16097   Vardas16097    6.48                          
Pavarde16098   Vardas16098    5.48                          
Pavarde16099   Vardas16099    5.48                          
Pavarde16103   Vardas16103    7.40                          
Pavarde16106   Vardas16106    5.32                          
Pavarde16109   Vardas16109    6.20                          
Pavarde16110   Vardas16110    5.24                          
Pavarde16112   Vardas16112    6.12                          
Pavarde16114   Vardas16114    5.04                          
Pavarde16115   Vardas16115    6.60                          
Pavarde16116   Vardas16116    5.16                          
Pavarde16120   Vardas16120    5.96                          
Pavarde16124   Vardas16124    5.08                          
Pavarde16126   Vardas16126    5.48                          
Pavarde16128   Vardas16128    6.92                          
Pavarde16132   Vardas16132    7.16                          
Pavarde16133   Vardas16133    5.68                          
Pavarde16134   Vardas16134    7.64                          
Pavarde16138   Vardas16138    6.56                          
Pavarde16140   Vardas16140    6.24                          
Pavarde16141   Vardas16141    5.68                          
Pavarde16148   Vardas16148    5.24                          
Pavarde16149   Vardas16149    6.20                          
Pavarde16159   Vardas16159    5.92                          
Pavarde16161   Vardas16161    6.32                          
Pavarde16162   Vardas16162    5.44                          
Pavarde16164   Vardas16164    7.16                          
Pavarde16168   Vardas16168    5.00                          
Pavarde16169   Vardas16169    7.12                          
Pavarde16171   Vardas16171    5.76                          
Pavarde16173   Vardas16173    6.48                          
Pavarde16175   Vardas16175    6.24                          
Pavarde16176   Vardas16176    6.60                          
Pavarde16178   Vardas16178    6.12                          
Pavarde16180   Vardas16180    5.72                          
Pavarde16182   Vardas16182    7.56                          
Pavarde16185   Vardas16185    6.16                          
Pavarde16186   Vardas16186    8.36                          
Pavarde16187   Vardas16187    5.20                          
Pavarde16195   Vardas16195    5.84                          
Pavarde16197   Vardas16197    5.28                          
Pavarde16198   Vardas16198    6.60                          
Pavarde16200   Vardas16200    5.56                          
Pavarde16201   Vardas16201    7.40                          
Pavarde16203   Vardas16203    6.56                          
Pavarde16205   Vardas16205    6.28                          
Pavarde16212   Vardas16212    7.88                          
Pavarde16220   Vardas16220    5.92                          
Pavarde16221   Vardas16221    6.28                          
Pavarde16222   Vardas16222    7.40                          
Pavarde16226   Vardas16226    5.28                          
Pavarde16228   Vardas16228    6.32                          
Pavarde16230   Vardas16230    6.32                          
Pavarde16238   Vardas16238    5.60                          
Pavarde16241   Vardas16241    6.84                          
Pavarde16243   Vardas16243    6.52                          
Pavarde16245   Vardas16245    5.28                          
Pavarde16247   Vardas16247    6.60                          
Pavarde16250   Vardas16250    5.88                          
Pavarde16254   Vardas16254    7.04                          
Pavarde16256   Vardas16256    7.40                          
Pavarde16262   Vardas16262    6.12                          
Pavarde16266   Vardas16266    6.32                          
Pavarde16267   Vardas16267    5.48                          
Pavarde16268   Vardas16268    5.68                          
Pavarde16270   Vardas16270    6.08                          
Pavarde16271   Vardas16271    5.80                          
Pavarde16274   Vardas16274    5.40                          
Pavarde16277   Vardas16277    5.84                          
Pavarde16280   Vardas16280    5.04                          
Pavarde16282   Vardas16282    6.08                          
Pavarde16284   Vardas16284    5.24                          
Pavarde16285   Vardas16285    5.84                          
Pavarde16289   Vardas16289    6.08                          
Pavarde16292   Vardas16292    5.72                          
Pavarde16293   Vardas16293    6.72                          
Pavarde16294   Vardas16294    7.68                          
Pavarde16298   Vardas16298    7.24                          
Pavarde16300   Vardas16300    6.28                          
Pavarde16302   Vardas16302    5.20                          
Pavarde16303   Vardas16303    5.68                          
Pavarde16304   Vardas16304    6.52                          
Pavarde16307   Vardas16307    6.00                          
