Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas2082          Pavarde2082              4     1     2     2     4     7
Vardas2083          Pavarde2083              5     6     2    10     8     2
Vardas2084          Pavarde2084              0     2     3     5     5     2
Vardas2085          Pavarde2085              7    10     9    10     7     5
Vardas2086          Pavarde2086              6     7     1     8     6     9
Vardas2087          Pavarde2087             10     0     5     8     3     1
Vardas2088          Pavarde2088              9     2    10     4     1     9
Vardas2089          Pavarde2089              9     1     6     6     9     7
Vardas2090          Pavarde2090              0     8     4     4     2     7
Vardas2091          Pavarde2091              5     7     1     4    10     8
Vardas2092          Pavarde2092              9    10     2     7     1     0
Vardas2093          Pavarde2093              8     4     6     8    10     0
Vardas2094          Pavarde2094             10     6     0     7     4     4
Vardas2095          Pavarde2095              6     7     6     0     1     1
Vardas2096          Pavarde2096              5     8     5     3     5    10
Vardas2097          Pavarde2097              9     5     8     8     6     0
Vardas2098          Pavarde2098             10     9     2     2     3     7
Vardas2099          Pavarde2099              3     8     3     0     5     9
Vardas2100          Pavarde2100              7     0     6    10     3     7
Vardas2101          Pavarde2101              1     7     0     6     8     0
Vardas2102          Pavarde2102              1     9     1     8     1     9
Vardas2103          Pavarde2103              0     2     6     1     7     7
Vardas2104          Pavarde2104              5     7     3     2     2     0
Vardas2105          Pavarde2105              7     7     8     7     3     4
Vardas2106          Pavarde2106              6    10     9     4     6     1
Vardas2107          Pavarde2107             10     5     5     1     0     3
Vardas2108          Pavarde2108              7     9     9     9     5     9
Vardas2109          Pavarde2109              1     4     9     0    10     1
Vardas2110          Pavarde2110              8     3     9     6     9     8
Vardas2111          Pavarde2111              2     9     1     4     9     6
Vardas2112          Pavarde2112              7     1     5     6     9     4
Vardas2113          Pavarde2113              0     5     8    10     1     4
Vardas2114          Pavarde2114              7     9     7     9     8     6
Vardas2115          Pavarde2115              8     8     8     6     5     9
Vardas2116          Pavarde2116              8     3     1     7     1     2
Vardas2117          Pavarde2117              8     9     4     3     1     5
Vardas2118          Pavarde2118              3     5    10     5    10     8
Vardas2119          Pavarde2119              6     7     3     0     4     4
Vardas2120          Pavarde2120              2     4     0     1     4     7
Vardas2121          Pavarde2121              3     7     2     8     4     2
Vardas2122          Pavarde2122              2    10     3     9    10     2
Vardas2123          Pavarde2123              3     6     6     0    10     2
Vardas2124          Pavarde2124              2     8     3     7     1     2
Vardas2125          Pavarde2125              8     9     3     3     5     8
Vardas2126          Pavarde2126              8     2    10     5     9    10
Vardas2127          Pavarde2127              1     0     9     9     3     9
Vardas2128          Pavarde2128              2     9     1     3     8     8
Vardas2129          Pavarde2129              1     1     7     3     2     8
Vardas2130          Pavarde2130              1     1    10     8     0     2
Vardas2131          Pavarde2131              4     5     7     9     1     8
Vardas2132          Pavarde2132              2     2    10     2     6     0
Vardas2133          Pavarde2133              9     9     0     3     2     7
Vardas2134          Pavarde2134              2     3     1     6     2     7
Vardas2135          Pavarde2135              8     3     6     6     7     5
Vardas2136          Pavarde2136             10     8     9     0     1     3
Vardas2137          Pavarde2137              7     9     5     6     1     8
Vardas2138          Pavarde2138              7     0     6     5     0     6
Vardas2139          Pavarde2139             10     5     6     2     9     5
Vardas2140          Pavarde2140              7     4     0     0     2     3
Vardas2141          Pavarde2141              3     2     7     2     3     5
Vardas2142          Pavarde2142              6     0     8     5    10     2
Vardas2143          Pavarde2143              4     8    10     8     0     2
Vardas2144          Pavarde2144              7    10    10     1     0     2
Vardas2145          Pavarde2145              5     7     5     5     4     9
Vardas2146          Pavarde2146              0    10     6     6     7     9
Vardas2147          Pavarde2147              9     4     7     6     1     2
Vardas2148          Pavarde2148              5    10     0     0     7     5
Vardas2149          Pavarde2149              1     2     3     3     8     9
Vardas2150          Pavarde2150              9     8     9     6     0     5
Vardas2151          Pavarde2151              3    10     4     2     2     2
Vardas2152          Pavarde2152              0    10     2     0     6     7
Vardas2153          Pavarde2153              3     3     0    10     3     1
Vardas2154          Pavarde2154              4     5     2     4     2     8
Vardas2155          Pavarde2155              5     7    10     3     5     3
Vardas2156          Pavarde2156              8     3     5     7     1     8
Vardas2157          Pavarde2157             10     2     1     7    10     6
Vardas2158          Pavarde2158              6     8     2     0     1     0
Vardas2159          Pavarde2159              8     1     0     8     8     1
Vardas2160          Pavarde2160              1    10     7     0     1     6
Vardas2161          Pavarde2161              3     9     5     4     3     6
Vardas2162          Pavarde2162              0     1    10     7     6     2
Vardas2163          Pavarde2163              8     6     4     2     2     9
Vardas2164          Pavarde2164              5     4     4     0     8     6
Vardas2165          Pavarde2165              3    10     1     2     4     4
Vardas2166          Pavarde2166              1     7     0     8     4     9
Vardas2167          Pavarde2167              6     3     7    10     0     1
Vardas2168          Pavarde2168              3    10     0     6     4     5
Vardas2169          Pavarde2169              9     5     2     5     3     4
Vardas2170          Pavarde2170              0     7     2     7    10     1
Vardas2171          Pavarde2171              7    10     5     3     9     3
Vardas2172          Pavarde2172              1    10     2    10     7     8
Vardas2173          Pavarde2173              5     9     0     7     2     9
Vardas2174          Pavarde2174             10     1     8     8     7     8
Vardas2175          Pavarde2175              5     8     9     3     3     1
Vardas2176          Pavarde2176             10     9    10     2     6     7
Vardas2177          Pavarde2177              6     6     5     6     3     9
Vardas2178          Pavarde2178              2     1     5     2     0     8
Vardas2179          Pavarde2179              8     2     7     3     3    10
Vardas2180          Pavarde2180             10     6     3     0     6     4
Vardas2181          Pavarde2181              2     8     7     9    10    10
Vardas2182          Pavarde2182              5     3     8     3     8    10
Vardas2183          Pavarde2183              4     3     7     4     3     9
Vardas2184          Pavarde2184              8     0     0     2     8     5
Vardas2185          Pavarde2185              2     5    10     0     1     2
Vardas2186          Pavarde2186              6     0     0     9     2     3
Vardas2187          Pavarde2187              5     2     4     5     1     0
Vardas2188          Pavarde2188              2     9     1     0     9     1
Vardas2189          Pavarde2189              3     3     3     9     0     3
Vardas2190          Pavarde2190              8    10     6     7     2     8
Vardas2191          Pavarde2191              0     6    10    10     5     1
Vardas2192          Pavarde2192              8     7     8     2     3     4
Vardas2193          Pavarde2193              6     8     3     8     3    10
Vardas2194          Pavarde2194              9     6     0     9     6     9
Vardas2195          Pavarde2195             10     6     4     0     0     7
Vardas2196          Pavarde2196              6     6     9     6     0     1
Vardas2197          Pavarde2197              8     1     2    10     4     3
Vardas2198          Pavarde2198              8     5     0     8     9     3
Vardas2199          Pavarde2199              5     0     1     3     2     5
Vardas2200          Pavarde2200              7     4     1     7     0    10
Vardas2201          Pavarde2201              6     2     3     1    10    10
Vardas2202          Pavarde2202              2     6    10     5     3     7
Vardas2203          Pavarde2203              8     1     4     9     6     3
Vardas2204          Pavarde2204              7     7     9     8     5     6
Vardas2205          Pavarde2205              4     9     0     0     0     3
Vardas2206          Pavarde2206             10    10     4     7     8     3
Vardas2207          Pavarde2207              3     7     8    10     3     0
Vardas2208          Pavarde2208              7     7    10     5     7     9
Vardas2209          Pavarde2209              3    10     6     5     1     6
Vardas2210          Pavarde2210             10     9     2     4     3     0
Vardas2211          Pavarde2211              2     3     1     1     6     5
Vardas2212          Pavarde2212             10     4     4     8     7     1
Vardas2213          Pavarde2213              0     7     8     4     5     6
Vardas2214          Pavarde2214             10     5     4     8    10     0
Vardas2215          Pavarde2215              7     2     2     1     9     1
Vardas2216          Pavarde2216              9    10     2     1     7     8
Vardas2217          Pavarde2217              5     6     9     4     4     8
Vardas2218          Pavarde2218             10     9     8     7     9     7
Vardas2219          Pavarde2219              4     6     0    10     3     4
Vardas2220          Pavarde2220              3     7     4     7     9    10
Vardas2221          Pavarde2221              1     0     9     0     6    10
Vardas2222          Pavarde2222              3    10     5     3     5     7
Vardas2223          Pavarde2223              0     1     2     9     9     4
Vardas2224          Pavarde2224              1    10     7     2     3     4
Vardas2225          Pavarde2225              3     5     8     8     9     1
Vardas2226          Pavarde2226              3     5    10     6     4     7
Vardas2227          Pavarde2227              5     4     8     8    10     3
Vardas2228          Pavarde2228              2    10     6     7     1     0
Vardas2229          Pavarde2229              0     7     4     9     4    10
Vardas2230          Pavarde2230              2    10    10     1     5     6
Vardas2231          Pavarde2231             10     1    10     9     9     1
Vardas2232          Pavarde2232              3     0     5     4     2     3
Vardas2233          Pavarde2233              6     5     7     6    10     4
Vardas2234          Pavarde2234              3     8     9     3     8     7
Vardas2235          Pavarde2235              7     9     8     6    10     4
Vardas2236          Pavarde2236              4     4     7     0     7     3
Vardas2237          Pavarde2237              8     8     6     5     8     0
Vardas2238          Pavarde2238              4     6     9    10     2     1
Vardas2239          Pavarde2239              6     7     8    10     2     5
Vardas2240          Pavarde2240              8     3     0     1     1     2
Vardas2241          Pavarde2241              8    10     1     5     2    10
Vardas2242          Pavarde2242              6     9     0    10     4     0
Vardas2243          Pavarde2243              1     5     1     6     6     9
Vardas2244          Pavarde2244             10     1     8     8     8     0
Vardas2245          Pavarde2245              0     5     8     9     4     0
Vardas2246          Pavarde2246              9     1     5     2     3    10
Vardas2247          Pavarde2247              4     8     4     8     3     3
Vardas2248          Pavarde2248              6     3     0     4     7     2
Vardas2249          Pavarde2249              7     7     9    10    10     5
Vardas2250          Pavarde2250              1     7     2     9     3     0
Vardas2251          Pavarde2251              7     3    10    10     7     2
Vardas2252          Pavarde2252              5     1     8    10    10    10
Vardas2253          Pavarde2253              1    10     2     0     6     4
Vardas2254          Pavarde2254              7     6    10     2     9    10
Vardas2255          Pavarde2255              6     8    10     6     9     2
Vardas2256          Pavarde2256              7    10     2     8     7     8
Vardas2257          Pavarde2257              6     7     9     9     5     8
Vardas2258          Pavarde2258              4     6     9     8     4     7
Vardas2259          Pavarde2259              3     4     0     5     4     3
Vardas2260          Pavarde2260              8     7     5     5     5     0
Vardas2261          Pavarde2261              2    10     6     3     7     4
Vardas2262          Pavarde2262              6     5     0     2     7     7
Vardas2263          Pavarde2263              0     1     4     7     3     3
Vardas2264          Pavarde2264              3     0     4     5     1     8
Vardas2265          Pavarde2265              4     3    10     3     2     2
Vardas2266          Pavarde2266              7     7     4     7     3     0
Vardas2267          Pavarde2267              8     5     7    10     4     2
Vardas2268          Pavarde2268              8     2    10    10    10     0
Vardas2269          Pavarde2269              4    10     4     4     5     2
Vardas2270          Pavarde2270              4     4     8     3     9     2
Vardas2271          Pavarde2271              8     5     6    10     9     4
Vardas2272          Pavarde2272              3     9     4     5     3    10
Vardas2273          Pavarde2273              9     5     0    10     9     3
Vardas2274          Pavarde2274              1     9    10     6     7     7
Vardas2275          Pavarde2275              3     0     1     1     2     1
Vardas2276          Pavarde2276              9     6     8    10     5     2
Vardas2277          Pavarde2277              0     4     2     7     6     1
Vardas2278          Pavarde2278              1     4     9     9    10     5
Vardas2279          Pavarde2279              3     8     6     9     0     1
Vardas2280          Pavarde2280              5    10     6     9     3     7
Vardas2281          Pavarde2281              8     4     9    10     5     8
Vardas2282          Pavarde2282              4    10     6     8     5     0
Vardas2283          Pavarde2283              2     3     0     9     6     7
Vardas2284          Pavarde2284              4     1     3     7     4    10
Vardas2285          Pavarde2285              7     1     2     1    10     5
Vardas2286          Pavarde2286              8    10     2     2    10     1
Vardas2287          Pavarde2287              8     9     3     4    10     3
Vardas2288          Pavarde2288              4     9     4     2     4     3
Vardas2289          Pavarde2289              8     0     3     5     7     0
Vardas2290          Pavarde2290              9     0     0     4    10     3
Vardas2291          Pavarde2291              6     5     6     5    10     9
Vardas2292          Pavarde2292              9     7     2    10     7     2
Vardas2293          Pavarde2293             10     6     1     7     5     2
Vardas2294          Pavarde2294              0     3     0     8     2     0
Vardas2295          Pavarde2295              4     7     5    10     5     2
Vardas2296          Pavarde2296              8     2     3     2    10     1
Vardas2297          Pavarde2297              7     9    10     5     6     5
Vardas2298          Pavarde2298              4     4     5     9     4     2
Vardas2299          Pavarde2299              7     8     8     6     1     6
Vardas2300          Pavarde2300             10     0     4     1     3     5
Vardas2301          Pavarde2301              3     0     5     9     3     1
Vardas2302          Pavarde2302              8     5     3     6     0     9
Vardas2303          Pavarde2303              7     5     6     2     4     1
Vardas2304          Pavarde2304              2     0     4     8     0     7
Vardas2305          Pavarde2305              8     7     4     8     2     7
Vardas2306          Pavarde2306              7     4     0     3     1    10
Vardas2307          Pavarde2307              8     4     9     0     6     3
Vardas2308          Pavarde2308              3     7     8     9     7     1
Vardas2309          Pavarde2309              7     2     1     8     1     2
Vardas2310          Pavarde2310              6     3     0     0     5     8
Vardas2311          Pavarde2311              8     1     3     4     2    10
Vardas2312          Pavarde2312              9     6    10     2     7     7
Vardas2313          Pavarde2313              5     9     9     2     5    10
Vardas2314          Pavarde2314              6     2     5     3     6     9
Vardas2315          Pavarde2315              6     2     5     0     8     4
Vardas2316          Pavarde2316              6     2     7     3     2     1
Vardas2317          Pavarde2317              6    10     2     2     3     6
Vardas2318          Pavarde2318              1     8     1     9     7     4
Vardas2319          Pavarde2319              4     5     6     7     0     7
Vardas2320          Pavarde2320             10     0     1     5     1     4
Vardas2321          Pavarde2321              0     3     1     5     1     4
Vardas2322          Pavarde2322              7     4     8     6     5     8
Vardas2323          Pavarde2323              3     2     0     9     6     5
Vardas2324          Pavarde2324              6     3     4     0    10     7
Vardas2325          Pavarde2325              6     2     5     5     0     4
Vardas2326          Pavarde2326              3    10     2     9     4     6
Vardas2327          Pavarde2327             10     6     4     8     6     1
Vardas2328          Pavarde2328              8    10     4     0    10     5
Vardas2329          Pavarde2329              1    10     3     8     2     5
Vardas2330          Pavarde2330              9     3     5     4     1     1
Vardas2331          Pavarde2331              7     1     9     0     6    10
Vardas2332          Pavarde2332              5    10     5     8     6     8
Vardas2333          Pavarde2333              1     7     0     5     5    10
Vardas2334          Pavarde2334              5     1     1     9     3    10
Vardas2335          Pavarde2335              9     2     4     7     4     6
Vardas2336          Pavarde2336              7     9     4     5     6     3
Vardas2337          Pavarde2337              3     2     4     5     9     4
Vardas2338          Pavarde2338              4     0     2     7    10    10
Vardas2339          Pavarde2339              0     0    10     2    10     8
Vardas2340          Pavarde2340              0     4     3     4     0     9
Vardas2341          Pavarde2341              8     9    10     5    10     0
Vardas2342          Pavarde2342             10     1     1     9    10     8
Vardas2343          Pavarde2343              5     6     8     2     2     6
Vardas2344          Pavarde2344              2     2     1     9     7     0
Vardas2345          Pavarde2345              0     7     7     3     9     9
Vardas2346          Pavarde2346              9    10     2     9     3     1
Vardas2347          Pavarde2347              8     1     3     9     4    10
Vardas2348          Pavarde2348              5     4     8     7     6     7
Vardas2349          Pavarde2349              2     6     2     4     7     0
Vardas2350          Pavarde2350              5     2     2     7     3     3
Vardas2351          Pavarde2351              4     2     1     8     6     0
Vardas2352          Pavarde2352              4     3     8     8     9     9
Vardas2353          Pavarde2353              9     3     9     9     2     0
Vardas2354          Pavarde2354              5     9     5     3     4     7
Vardas2355          Pavarde2355              8     6     5    10     0     4
Vardas2356          Pavarde2356              8     5     7     7     2     3
Vardas2357          Pavarde2357              8     7     2     1     7     7
Vardas2358          Pavarde2358              7     4     4     4     2     9
Vardas2359          Pavarde2359              3     2     1     4     5     5
Vardas2360          Pavarde2360              8    10     3     3     1     6
Vardas2361          Pavarde2361              4    10     7     2     7     5
Vardas2362          Pavarde2362              2     6     6     5     0     1
Vardas2363          Pavarde2363              5     2     9    10     7     4
Vardas2364          Pavarde2364              6     7    10     2     7     6
Vardas2365          Pavarde2365              9     3     4     4     8     8
Vardas2366          Pavarde2366              4     4     2     7    10     7
Vardas2367          Pavarde2367              2     1     3     6     2     2
Vardas2368          Pavarde2368              6     2     2     8     8     6
Vardas2369          Pavarde2369              7     2     2     2     8     1
Vardas2370          Pavarde2370              4     8     9     7     1    10
Vardas2371          Pavarde2371              3     4     2     6     4     2
Vardas2372          Pavarde2372              8     3     7     2     3    10
Vardas2373          Pavarde2373              8     2     8     9     1    10
Vardas2374          Pavarde2374              3     8     6     6     8     5
Vardas2375          Pavarde2375              9     3     4     4     5     2
Vardas2376          Pavarde2376              7     3     6    10     2     4
Vardas2377          Pavarde2377              0    10     4    10    10     8
Vardas2378          Pavarde2378              0     7     4     4     1     1
Vardas2379          Pavarde2379              0     7     7     4     3     7
Vardas2380          Pavarde2380              1     1     0     2     6     8
Vardas2381          Pavarde2381              4     5     6     7     8     4
Vardas2382          Pavarde2382              4     1     3     2     0     0
Vardas2383          Pavarde2383              6     0    10     5     6     6
Vardas2384          Pavarde2384              1     2     7     9     3    10
Vardas2385          Pavarde2385              3     8     7     5     6     6
Vardas2386          Pavarde2386              5     0     4     6     1     9
Vardas2387          Pavarde2387              8     8     7     8     5    10
Vardas2388          Pavarde2388              7     4     8     1     4     3
Vardas2389          Pavarde2389              6     3     0     2     3    10
Vardas2390          Pavarde2390              2     4     8     5     8    10
Vardas2391          Pavarde2391              4     4     1     8     6     4
Vardas2392          Pavarde2392              6     7     0     8     8     7
Vardas2393          Pavarde2393              0     9     9     6     2     8
Vardas2394          Pavarde2394              8     7     0     8     1     2
Vardas2395          Pavarde2395              3     5     5    10     0     3
Vardas2396          Pavarde2396              7     7     0    10     3    10
Vardas2397          Pavarde2397              0     3    10     9     7     8
Vardas2398          Pavarde2398              6     7     3     2     6     1
Vardas2399          Pavarde2399              1     8     2     5     5     9
Vardas2400          Pavarde2400              1     1     4     1     8     6
Vardas2401          Pavarde2401              7     6     6     2     5     6
Vardas2402          Pavarde2402              9     8     8     8     2     5
Vardas2403          Pavarde2403              1     8     1    10    10     0
Vardas2404          Pavarde2404              2     6     5     1     3     3
Vardas2405          Pavarde2405              7     2     1     3     3     8
Vardas2406          Pavarde2406              0     4     5     3     3     7
Vardas2407          Pavarde2407              7     9     5     6     0     7
Vardas2408          Pavarde2408              0    10    10     8     2     6
Vardas2409          Pavarde2409              5     3     0     4     8     2
Vardas2410          Pavarde2410              3     9     3     2     6     5
Vardas2411          Pavarde2411              6     7     3     4     9    10
Vardas2412          Pavarde2412              6     4     8     8     5     3
Vardas2413          Pavarde2413              4     9     2     4     6    10
Vardas2414          Pavarde2414              7     6     8     3     2     1
Vardas2415          Pavarde2415              2     2     5     7     3    10
Vardas2416          Pavarde2416              2     7     4     2     3     6
Vardas2417          Pavarde2417              7     1     0     5     7     2
Vardas2418          Pavarde2418              3     2     1     7     9    10
Vardas2419          Pavarde2419              8     0     9     9     6     6
Vardas2420          Pavarde2420              8     2     3     0     6     5
Vardas2421          Pavarde2421              9     2     2     7     5    10
Vardas2422          Pavarde2422             10    10     0     8     1     2
Vardas2423          Pavarde2423              8     6     0     3     7     2
Vardas2424          Pavarde2424              6     8     4     5     1     3
Vardas2425          Pavarde2425              9     9     8     9     4     5
Vardas2426          Pavarde2426              7     7     8     4     9     9
Vardas2427          Pavarde2427              0     7     5     3     5     7
Vardas2428          Pavarde2428              0     4     5     4     6     6
Vardas2429          Pavarde2429              9     5     2     2    10     4
Vardas2430          Pavarde2430              7    10     6    10     6     7
Vardas2431          Pavarde2431              4     7     0     9     4    10
Vardas2432          Pavarde2432              1     4     0     6     7     8
Vardas2433          Pavarde2433              6     5     0     7     1     3
Vardas2434          Pavarde2434              9     1     1     1    10     1
Vardas2435          Pavarde2435              8     9     7     6    10     1
Vardas2436          Pavarde2436             10     9     9     9     7     5
Vardas2437          Pavarde2437              9     8     0     7    10     8
Vardas2438          Pavarde2438              3     9     2     5    10     7
Vardas2439          Pavarde2439              0     4     6    10     6     2
Vardas2440          Pavarde2440              4     9     7     3     8     1
Vardas2441          Pavarde2441              1     7     4     8     8     9
Vardas2442          Pavarde2442              5     1     6     4     1     3
Vardas2443          Pavarde2443             10     9     7     8     6     6
Vardas2444          Pavarde2444              9     8     3     6     1     9
Vardas2445          Pavarde2445              1     0     4     0    10     2
Vardas2446          Pavarde2446              0     3     4     3     9     7
Vardas2447          Pavarde2447              8     1    10     2    10     2
Vardas2448          Pavarde2448              1     0     5     5     5     1
Vardas2449          Pavarde2449              2     4     1     7     1     5
Vardas2450          Pavarde2450              0     9     5     2     4     0
Vardas2451          Pavarde2451              5     5     6    10     2     6
Vardas2452          Pavarde2452              7    10     0     8     9    10
Vardas2453          Pavarde2453              7     5     5     5     1     5
Vardas2454          Pavarde2454              9     6     5     6     5     7
Vardas2455          Pavarde2455              7     6     3     9    10     2
Vardas2456          Pavarde2456              6     7     2     2     2     9
Vardas2457          Pavarde2457              0     9     6     6     5     1
Vardas2458          Pavarde2458              4    10     4     0     3     8
Vardas2459          Pavarde2459              7     2    10     1     9     0
Vardas2460          Pavarde2460              1     3     7     8     2     7
Vardas2461          Pavarde2461              7     2     4     9     0     5
Vardas2462          Pavarde2462              0     7     5     0     6     0
Vardas2463          Pavarde2463              7     4     9     4     6     5
Vardas2464          Pavarde2464              9     1     5     8     5     2
Vardas2465          Pavarde2465              1     7     2     0     1    10
Vardas2466          Pavarde2466              4     1    10     1     7     6
Vardas2467          Pavarde2467              6     9     2     1     3     9
Vardas2468          Pavarde2468              1     1     5     4     3     7
Vardas2469          Pavarde2469              3     8    10     5     7    10
Vardas2470          Pavarde2470              6     8     9     1     0     2
Vardas2471          Pavarde2471              0     4     9     0     2     8
Vardas2472          Pavarde2472              4     9     6    10     6     9
Vardas2473          Pavarde2473              0     8     6     3     7     9
Vardas2474          Pavarde2474              7    10     4     1     5     2
Vardas2475          Pavarde2475              9     3     5     2    10     7
Vardas2476          Pavarde2476              2     1     8     9     9     1
Vardas2477          Pavarde2477              8     1     2     2     6     8
Vardas2478          Pavarde2478              1     5     8    10     4     4
Vardas2479          Pavarde2479              4    10     7     6    10     2
Vardas2480          Pavarde2480              0     2     4     1     0     3
Vardas2481          Pavarde2481              2     2     7     2     4     7
Vardas2482          Pavarde2482              2     1     3     6     7     7
Vardas2483          Pavarde2483              6     4     1     7     4     2
Vardas2484          Pavarde2484              8     7     4     0     9     7
Vardas2485          Pavarde2485             10     4     1     8    10     4
Vardas2486          Pavarde2486              1     5     9     6     7     8
Vardas2487          Pavarde2487              5     9     9     8     4     7
Vardas2488          Pavarde2488              3    10     2     1     5    10
Vardas2489          Pavarde2489              9     2     6     0     2     5
Vardas2490          Pavarde2490              8     7     7    10     0     6
Vardas2491          Pavarde2491              0     8     3     4    10     2
Vardas2492          Pavarde2492             10     1     3     6     1     8
Vardas2493          Pavarde2493              9     1     2    10     6     6
Vardas2494          Pavarde2494              2     9     5     0     7     6
Vardas2495          Pavarde2495              8     2     8     4     3     6
Vardas2496          Pavarde2496             10    10     8     8     2     7
Vardas2497          Pavarde2497              5     2     6     1     5     2
Vardas2498          Pavarde2498              8     6     5     0     5     1
Vardas2499          Pavarde2499              9     4     7     9     4     0
Vardas2500          Pavarde2500              8     1     7    10     7     1
Vardas2501          Pavarde2501              6     0     0     6     6     3
Vardas2502          Pavarde2502              0     6    10     7    10     5
Vardas2503          Pavarde2503              7     3     8     0     3     3
Vardas2504          Pavarde2504              2     6    10     8     8     3
Vardas2505          Pavarde2505             10     8     4     9     1     1
Vardas2506          Pavarde2506              8     9     5     5     9     7
Vardas2507          Pavarde2507             10     6     1     7     6    10
Vardas2508          Pavarde2508              6    10     8     7     7     6
Vardas2509          Pavarde2509              2     7     0     5     5     8
Vardas2510          Pavarde2510              4    10     6     7     9     4
Vardas2511          Pavarde2511              9    10     6     9     0    10
Vardas2512          Pavarde2512              2     8     5     9     2     4
Vardas2513          Pavarde2513             10     4     4     0     2     1
Vardas2514          Pavarde2514              0     8     5     5     6    10
Vardas2515          Pavarde2515              5    10     1    10    10     0
Vardas2516          Pavarde2516              4     8     4     1     1    10
Vardas2517          Pavarde2517              7     2    10     1     7     6
Vardas2518          Pavarde2518              7     2     6     0     1     6
Vardas2519          Pavarde2519              3     2     0     0     2     9
Vardas2520          Pavarde2520              4     1     7     9     8     8
Vardas2521          Pavarde2521              4     6     1     8     6     3
Vardas2522          Pavarde2522              5     2     1     7     0     1
Vardas2523          Pavarde2523              4     8     7     2     2     9
Vardas2524          Pavarde2524              3     9     8     1     1     0
Vardas2525          Pavarde2525              9     6     8    10     1     5
Vardas2526          Pavarde2526              4     9    10     2     8     2
Vardas2527          Pavarde2527              0    10     4     6     4     6
Vardas2528          Pavarde2528              9     1     3     1     1     1
Vardas2529          Pavarde2529              6     1     0     6     0     6
Vardas2530          Pavarde2530             10     1     6     1     7     7
Vardas2531          Pavarde2531              2     8     5     3     1    10
Vardas2532          Pavarde2532              2    10     9     9     9    10
Vardas2533          Pavarde2533              4     8     7     4     8    10
Vardas2534          Pavarde2534              1     9     5     0     7     2
Vardas2535          Pavarde2535             10     5     7     7     1    10
Vardas2536          Pavarde2536              4     0     9     0     0     5
Vardas2537          Pavarde2537             10     1     0     7     9     9
Vardas2538          Pavarde2538              9     3     2     9     1     0
Vardas2539          Pavarde2539              2     7     4    10     8     6
Vardas2540          Pavarde2540              1     3     2    10     9     1
Vardas2541          Pavarde2541             10     7     7     3     5     0
Vardas2542          Pavarde2542             10     8     4     3     7     0
Vardas2543          Pavarde2543              3     4     3     5     8     1
Vardas2544          Pavarde2544              1     5     2    10     5     5
Vardas2545          Pavarde2545              7     4     2     2     8     3
Vardas2546          Pavarde2546              1     9     8     4     1     2
Vardas2547          Pavarde2547              8     2     8     2     6     0
Vardas2548          Pavarde2548              2     0     3     6     1     3
Vardas2549          Pavarde2549              5     8     1     6     8     7
Vardas2550          Pavarde2550              7     8     3     8     7     5
Vardas2551          Pavarde2551              6    10     8     0     4     2
Vardas2552          Pavarde2552              3     9    10     7     6     1
Vardas2553          Pavarde2553              8     7     0     8     3     6
Vardas2554          Pavarde2554              5     7     8     4     8    10
Vardas2555          Pavarde2555              4     9     6    10     8     9
Vardas2556          Pavarde2556              1     4     9     9     2     2
Vardas2557          Pavarde2557              6     4     6     9     7     7
Vardas2558          Pavarde2558              3     7     0    10    10     4
Vardas2559          Pavarde2559              4     7     2     2     9     6
Vardas2560          Pavarde2560              3     2     2     9    10     0
Vardas2561          Pavarde2561              5     2     9     4     5     9
Vardas2562          Pavarde2562              2     4     5     7     2     4
Vardas2563          Pavarde2563              5     5     7     8     9     6
Vardas2564          Pavarde2564              9     1     3     4     2     8
Vardas2565          Pavarde2565              4     5    10    10     0     0
Vardas2566          Pavarde2566              0     4     9     8     0     7
Vardas2567          Pavarde2567              0     2     0     0     1     7
Vardas2568          Pavarde2568              2    10     6     9     6     9
Vardas2569          Pavarde2569              7     0     2     9     4     8
Vardas2570          Pavarde2570              9     0     9     0     5     7
Vardas2571          Pavarde2571              0     2     4    10     4     4
Vardas2572          Pavarde2572              9     7     7     1     3     1
Vardas2573          Pavarde2573              5     8     5     6     5     6
Vardas2574          Pavarde2574              1     7     0     2     8     8
Vardas2575          Pavarde2575              5     5     8     6     1    10
Vardas2576          Pavarde2576              9     8     4     4     1     7
Vardas2577          Pavarde2577              6     1     1     5     0     5
Vardas2578          Pavarde2578              6    10     0    10     9     8
Vardas2579          Pavarde2579              4     6     8     5     6     0
Vardas2580          Pavarde2580              6     7     2     0     1     2
Vardas2581          Pavarde2581              9     5     6     1     5     7
Vardas2582          Pavarde2582              0     8     2     8     7     6
Vardas2583          Pavarde2583              4     2     3     7     0     7
Vardas2584          Pavarde2584             10     6     1     3     8     1
Vardas2585          Pavarde2585              1     0     0     9     6     7
Vardas2586          Pavarde2586              2     6     0     8     5     9
Vardas2587          Pavarde2587              4     5     0     1     1     6
Vardas2588          Pavarde2588              0     0     8    10     0     3
Vardas2589          Pavarde2589              9     7    10     4     2     1
Vardas2590          Pavarde2590              1     8     4     4     0     9
Vardas2591          Pavarde2591              3     3     9     1     4     6
Vardas2592          Pavarde2592              7     6     9     5     1     7
Vardas2593          Pavarde2593              1     6     8     0     5     4
Vardas2594          Pavarde2594              5    10     1     0     3     1
Vardas2595          Pavarde2595              6    10     6     1     4     2
Vardas2596          Pavarde2596              5    10     8     8     9     5
Vardas2597          Pavarde2597              4     5     4     4     3     4
Vardas2598          Pavarde2598              2     4     2     8    10     5
