Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas557           Pavarde557              10     1     6     0    10     8
Vardas558           Pavarde558               2     7     6     5     8     9
Vardas559           Pavarde559               2     9     7    10     5     8
Vardas560           Pavarde560               3     5     7     0     4     7
Vardas561           Pavarde561               4     3     3     6     6     4
Vardas562           Pavarde562               2     6     8     4     1     4
Vardas563           Pavarde563               3     8     8     0     3    10
Vardas564           Pavarde564               0     9     2     4     0     9
Vardas565           Pavarde565               3     8    10     6     0     6
Vardas566           Pavarde566               8     3     7     3     6     5
Vardas567           Pavarde567               6     1     6     3     6     7
Vardas568           Pavarde568               3     5     6     1     8    10
Vardas569           Pavarde569               2     7     0     6     1    10
Vardas570           Pavarde570               6     5     7     0     2     9
Vardas571           Pavarde571               8     4     0     2    10    10
Vardas572           Pavarde572               8     8     2     0     6     7
Vardas573           Pavarde573               2     3    10     8     7     0
Vardas574           Pavarde574               5     0     0     7    10     8
Vardas575           Pavarde575              10     9     2     8    10     7
Vardas576           Pavarde576              10     0     0     0     5     2
Vardas577           Pavarde577               6     3    10     0     1     7
Vardas578           Pavarde578               7     1     1     1     1    10
Vardas579           Pavarde579               7    10     3     4     9     8
Vardas580           Pavarde580               3     5    10     2    10     6
Vardas581           Pavarde581              10    10     0     2    10     8
Vardas582           Pavarde582               7     0     8     9     1     1
Vardas583           Pavarde583               0     2     3     1     6     6
Vardas584           Pavarde584               9     4     0     5     3     7
Vardas585           Pavarde585              10     3     1     3     4     3
Vardas586           Pavarde586               7     0     1     8     1     0
Vardas587           Pavarde587              10     1     6     9     6     5
Vardas588           Pavarde588               0     6     2    10    10     4
Vardas589           Pavarde589               6     2     4     6    10     0
Vardas590           Pavarde590              10    10     2    10     7    10
Vardas591           Pavarde591               3     8     3     3     1     7
Vardas592           Pavarde592               9     0     7    10     4     5
Vardas593           Pavarde593               6     0     1     5     9     0
Vardas594           Pavarde594               9     5     9     9     1     9
Vardas595           Pavarde595               4     2     3     3     8     8
Vardas596           Pavarde596               2     0     6     5     6     5
Vardas597           Pavarde597               8     6     1     2    10     3
Vardas598           Pavarde598               7     2    10     1    10     7
Vardas599           Pavarde599               7     3     3     2     7     9
Vardas600           Pavarde600               6     6     3     5     7    10
Vardas601           Pavarde601               1     1     9     3     1     9
Vardas602           Pavarde602               4    10     9     8     3     0
Vardas603           Pavarde603              10     8     2     1     0     4
Vardas604           Pavarde604               6     5     2     5     7     5
Vardas605           Pavarde605               2     8     1     6     9     5
Vardas606           Pavarde606               1     1     1     8     7     7
Vardas607           Pavarde607               6     4     6     3    10     5
Vardas608           Pavarde608               3     7     7     3     5     7
Vardas609           Pavarde609               5     2     7     9     7     2
Vardas610           Pavarde610               4     2     3     8    10     3
Vardas611           Pavarde611               4     5     9     1     5     6
Vardas612           Pavarde612              10     0     3     4     8     8
Vardas613           Pavarde613               1     0     4     9     0     0
Vardas614           Pavarde614               4     2     8     8     2     2
Vardas615           Pavarde615               0     8     3     5     7     9
Vardas616           Pavarde616               6     9     8     3    10     6
Vardas617           Pavarde617               4     2     3     7     2    10
Vardas618           Pavarde618               7     2     4     3     5    10
Vardas619           Pavarde619               5     6    10     2     1     1
Vardas620           Pavarde620              10     7     8     6     9     5
Vardas621           Pavarde621               4    10     1     9     5     5
Vardas622           Pavarde622               5    10     1     1     4     5
Vardas623           Pavarde623               3     8    10     2     5     0
Vardas624           Pavarde624               8    10     2     7     4     4
Vardas625           Pavarde625               7     2     8     0     6     5
Vardas626           Pavarde626               2     4     7     9     1     5
Vardas627           Pavarde627               8     3     4     9     4     7
Vardas628           Pavarde628               7    10     9    10     4     5
Vardas629           Pavarde629               6     0     9     3     1     8
Vardas630           Pavarde630               8     3     9     8     1     5
Vardas631           Pavarde631               2    10     4     8    10     2
Vardas632           Pavarde632               4     6    10     9     9     0
Vardas633           Pavarde633               6    10     4     3     3    10
Vardas634           Pavarde634               5     0     9     8     2     0
Vardas635           Pavarde635               7     3     9     9     2     5
Vardas636           Pavarde636               0     0     9     1     7     7
Vardas637           Pavarde637              10     2     6     5     5     2
Vardas638           Pavarde638               7     4     2     1     4     0
Vardas639           Pavarde639               2     3    10    10     0     6
Vardas640           Pavarde640               4     0     6     3     7     8
Vardas641           Pavarde641               7     7    10     1     8     2
Vardas642           Pavarde642              10    10     7     4     4     4
Vardas643           Pavarde643               0     2     9     9     2    10
Vardas644           Pavarde644               7     5     7     2     1     0
Vardas645           Pavarde645               8     7     6     6     6     0
Vardas646           Pavarde646               3     2     3     6     7     9
Vardas647           Pavarde647               3     4     4     0    10     8
Vardas648           Pavarde648               3     9     6     7     3     3
Vardas649           Pavarde649               1     2    10     6     6     0
Vardas650           Pavarde650               8     7     1     1     3     5
Vardas651           Pavarde651               8     0     5     1     3     6
Vardas652           Pavarde652               5     8     4     1     9     8
Vardas653           Pavarde653               5     3     2     0     2     8
Vardas654           Pavarde654              10     0     3     5     2     9
Vardas655           Pavarde655               5     5     2     0     3     8
Vardas656           Pavarde656               8     3     4     4     0     8
Vardas657           Pavarde657               3     5     5     3     8     4
Vardas658           Pavarde658               5    10     7     9     5     6
Vardas659           Pavarde659               5     4     6     1     0     0
Vardas660           Pavarde660               1     3     9     9     0     6
Vardas661           Pavarde661               7     4     5     2     9     3
Vardas662           Pavarde662              10     4     0     0     7     3
Vardas663           Pavarde663               8     6     1     5     2     0
Vardas664           Pavarde664               7     1     8     3     0     1
Vardas665           Pavarde665               0     1     8     5     5     3
Vardas666           Pavarde666               7     6     9     6     4     7
Vardas667           Pavarde667              10     5     0     2     3     1
Vardas668           Pavarde668               0     1     8     1     8     3
Vardas669           Pavarde669               2     3     2     5    10     0
Vardas670           Pavarde670               1     0    10    10     5     8
Vardas671           Pavarde671               1     7     4     8     9     8
Vardas672           Pavarde672               1     1     6     8     8     8
Vardas673           Pavarde673               5     0     7    10     2     0
Vardas674           Pavarde674               3     6    10     1     8     3
Vardas675           Pavarde675               1     0     5     7    10     3
Vardas676           Pavarde676               2     1     4     3     8     8
Vardas677           Pavarde677               5    10     5     3     9     8
Vardas678           Pavarde678               2     6     7     2     4     3
Vardas679           Pavarde679               0     7     6     4     8     6
Vardas680           Pavarde680               7     8     4     4    10     5
Vardas681           Pavarde681               1     2     7     6     5     4
Vardas682           Pavarde682               9     1     4     6     0     0
Vardas683           Pavarde683               1     0     0     3     8     8
Vardas684           Pavarde684               2     5     2     7     2     1
Vardas685           Pavarde685               4     7     4     6     5     6
Vardas686           Pavarde686               2     1     2    10     5     7
Vardas687           Pavarde687              10     0     2    10     7     6
Vardas688           Pavarde688               5     9     1     5     7     7
Vardas689           Pavarde689               4    10     9     3     1    10
Vardas690           Pavarde690               4     1     5     4     1     1
Vardas691           Pavarde691               8     0    10     5     5     2
Vardas692           Pavarde692               1     7     9     1     0     9
Vardas693           Pavarde693               5     5     5     8     4     7
Vardas694           Pavarde694               0     5     7     4     6     1
Vardas695           Pavarde695               1     8     5     9     5     4
Vardas696           Pavarde696               7     3     3     1     7     4
Vardas697           Pavarde697               1     1     5     0     2     3
Vardas698           Pavarde698               5     1     5     2     7     0
Vardas699           Pavarde699               1     2     6     8     9    10
Vardas700           Pavarde700               8     1    10     0     5    10
Vardas701           Pavarde701               4     2     8     8     2    10
Vardas702           Pavarde702              10     7     2     0     7     4
Vardas703           Pavarde703               2     3    10     7     1     1
Vardas704           Pavarde704               4     3     4     2    10     4
Vardas705           Pavarde705               5     2     4     9     4     5
Vardas706           Pavarde706              10    10    10     2     1     6
Vardas707           Pavarde707              10     5     5     6     0     8
Vardas708           Pavarde708               8     2     6     5     4     9
Vardas709           Pavarde709               4     5     5     1     9    10
Vardas710           Pavarde710               7     3     0     5     2     5
Vardas711           Pavarde711               8     9     6     7     9     9
Vardas712           Pavarde712               7     4     9     5     9     1
Vardas713           Pavarde713               2     2    10     6     9     3
Vardas714           Pavarde714               2     8     3     6     1     5
Vardas715           Pavarde715              10     2     2     0     7     1
Vardas716           Pavarde716               0     9     4     4     0     9
Vardas717           Pavarde717               0    10    10     8     8     7
Vardas718           Pavarde718               4     7     5     1     7     0
Vardas719           Pavarde719               1     6     3     0     4     3
Vardas720           Pavarde720              10    10     7     2     2     8
Vardas721           Pavarde721               4     1     3     2     8     5
Vardas722           Pavarde722              10     6     7     6     0     3
Vardas723           Pavarde723               8     6     7     5     8     9
Vardas724           Pavarde724               4     8     6     7     9     1
Vardas725           Pavarde725              10     7     2    10     3     3
Vardas726           Pavarde726               0     8     6     6     1     7
Vardas727           Pavarde727               7     4     8     8     2     6
Vardas728           Pavarde728               0     8    10     5     1     9
Vardas729           Pavarde729               4    10     7     5     5    10
Vardas730           Pavarde730               0     4     0     2     7    10
Vardas731           Pavarde731               9     2     0     6     9     1
Vardas732           Pavarde732               8     9     0     9     2     7
Vardas733           Pavarde733               2     4     1     1    10     8
Vardas734           Pavarde734               1     5     7     5     7     7
Vardas735           Pavarde735               6     5     7     7     2     6
Vardas736           Pavarde736               2     7     0     1     7     8
Vardas737           Pavarde737              10     6     0    10     2     0
Vardas738           Pavarde738               6     4     7     8     4     2
Vardas739           Pavarde739               1     2     1    10     4     6
Vardas740           Pavarde740               9     3     6     4     8     8
Vardas741           Pavarde741               2     1     5    10     7     5
Vardas742           Pavarde742               3     0     9     1     3     6
Vardas743           Pavarde743               7     3     6     3     4     7
Vardas744           Pavarde744               9     2     6     0     3     0
Vardas745           Pavarde745               3     1     5    10     7     4
Vardas746           Pavarde746               5     4     0     1     8     4
Vardas747           Pavarde747               6     0     3     1    10     3
Vardas748           Pavarde748               5     2     1     3     5     8
Vardas749           Pavarde749              10     5     8    10     4     6
Vardas750           Pavarde750               1     4     6     9     0     7
Vardas751           Pavarde751               1     5     6     6     5     6
Vardas752           Pavarde752               3     2     0     0     9     9
Vardas753           Pavarde753               3     3     7     8     1     4
Vardas754           Pavarde754               9     3     7     2     9     1
Vardas755           Pavarde755               7     7    10     0     5     4
Vardas756           Pavarde756               3     3     2     7     0     4
Vardas757           Pavarde757               4     4     2     2     6     9
Vardas758           Pavarde758               4     2     0    10     6     9
Vardas759           Pavarde759               1     9    10     5     5     6
Vardas760           Pavarde760               3     6     2     5     8    10
Vardas761           Pavarde761               5    10    10     1     9     8
Vardas762           Pavarde762               7     0    10     5    10     7
Vardas763           Pavarde763               6     5     0     2     8     2
Vardas764           Pavarde764               5     6     2     5     1     1
Vardas765           Pavarde765               9     3     9     1     7     8
Vardas766           Pavarde766               1     1     5     1    10     2
Vardas767           Pavarde767               0     9     4     6     3     4
Vardas768           Pavarde768               4     7     2     0     0    10
Vardas769           Pavarde769               7     9     2     7     1     5
Vardas770           Pavarde770               8     9     5     9     7    10
Vardas771           Pavarde771               9    10    10     8     3     8
Vardas772           Pavarde772               6    10     6    10     9     5
Vardas773           Pavarde773               0     5     0     6     2    10
Vardas774           Pavarde774               5     8     0     1     7     5
Vardas775           Pavarde775               5     3     2     5     4     9
Vardas776           Pavarde776               3    10     2     7     4     2
Vardas777           Pavarde777               1     0     9     5     1     0
Vardas778           Pavarde778               0     0     8     0     7     9
Vardas779           Pavarde779               1     2     7     9     4     8
Vardas780           Pavarde780               5     9     2     9     6     2
Vardas781           Pavarde781               4     2     0     6    10     2
Vardas782           Pavarde782               8     9     5     6    10     8
Vardas783           Pavarde783               3    10     6    10     7     4
Vardas784           Pavarde784               6     9     4     0     6     6
Vardas785           Pavarde785               6     8     9     5     6     2
Vardas786           Pavarde786               2    10     0     3     3     9
Vardas787           Pavarde787               8     3     0     1     8     2
Vardas788           Pavarde788               7     8     7    10     1     6
Vardas789           Pavarde789               8     3     7     3     8     9
Vardas790           Pavarde790               4     7     6     3     3     2
Vardas791           Pavarde791               1    10     3     9     8     7
Vardas792           Pavarde792               1     3     5     6     4     5
Vardas793           Pavarde793               0     2     6     6     4     9
Vardas794           Pavarde794               5     9     5     8     2    10
Vardas795           Pavarde795               1     7     0     6     4     3
Vardas796           Pavarde796               7     0     2     9    10     2
Vardas797           Pavarde797               3     3     0     5     1     4
Vardas798           Pavarde798               8     6     1     0     1     8
Vardas799           Pavarde799               7     7     3     5     4     3
Vardas800           Pavarde800              10     2     7     7     6     0
Vardas801           Pavarde801               8     4     8     1     9     2
Vardas802           Pavarde802               4     4     6     8     0     9
Vardas803           Pavarde803               0     7     1     3     6     9
Vardas804           Pavarde804               6     3     0     8     1     3
Vardas805           Pavarde805               6     5    10     3    10     5
Vardas806           Pavarde806               1     8     0     2     2     3
Vardas807           Pavarde807               1     6     6     9     0     5
Vardas808           Pavarde808               6     0     6     6     5     5
Vardas809           Pavarde809               7     7     8     9     1     9
Vardas810           Pavarde810               7     5     7     9     0     1
Vardas811           Pavarde811               2     0     5     8     1     3
Vardas812           Pavarde812               6     2     2     8     8    10
Vardas813           Pavarde813               7     6     6     0     7    10
Vardas814           Pavarde814              10    10     3     4     7     9
Vardas815           Pavarde815               8     0     2     9     2     2
Vardas816           Pavarde816               3     8     6     7     7     9
Vardas817           Pavarde817               1     9     9     9     7     0
Vardas818           Pavarde818               9     5     5     5     4     3
Vardas819           Pavarde819               1     5     1     6     2     8
Vardas820           Pavarde820               1     1     0     7     7     9
Vardas821           Pavarde821               5     0     4     1     0     9
Vardas822           Pavarde822               4     3     6     1     1     9
Vardas823           Pavarde823               4     0     9     0     0     9
Vardas824           Pavarde824               8     2     2     6     0     8
Vardas825           Pavarde825               7     1    10     0     5     5
Vardas826           Pavarde826               2     4     4     9     3     8
Vardas827           Pavarde827               8     7     9     2     6     9
Vardas828           Pavarde828               6     5     0     6     9     6
Vardas829           Pavarde829               7     8     2     5     1    10
Vardas830           Pavarde830               6     7     9     0     9     9
Vardas831           Pavarde831               5     7     3     2     8     7
Vardas832           Pavarde832               8     9     3     4     6     7
Vardas833           Pavarde833               0     0     2     8     9     1
Vardas834           Pavarde834               7     0     4     6     4     5
Vardas835           Pavarde835               6     5     6     5     7     8
Vardas836           Pavarde836               0     0    10     6     7     6
Vardas837           Pavarde837              10    10     6    10     4     7
Vardas838           Pavarde838               4     2     9     4     9     0
Vardas839           Pavarde839               4    10     3     2     0     0
Vardas840           Pavarde840               8     3     3     6     6     7
Vardas841           Pavarde841               7     3     7     9     6     2
Vardas842           Pavarde842               5     9     9    10     6     3
Vardas843           Pavarde843               9     4     3     3     4     2
Vardas844           Pavarde844               9     3     0     4     8     3
Vardas845           Pavarde845               9     5     8     4     4     7
Vardas846           Pavarde846               8     9     0     7     9     2
Vardas847           Pavarde847               9     3     2     1     5     2
Vardas848           Pavarde848               3    10    10     0     9     3
Vardas849           Pavarde849               7     0     8     3     7     5
Vardas850           Pavarde850               7     5     2    10     7    10
Vardas851           Pavarde851               0     0     5     3     9     6
Vardas852           Pavarde852               1     7     2     7     0     7
Vardas853           Pavarde853               4     8     3     2     9     3
Vardas854           Pavarde854               8     0     7     0     9     2
Vardas855           Pavarde855               3     0    10     1    10     6
Vardas856           Pavarde856               2     8     7     0     5    10
Vardas857           Pavarde857               7     7     3     1     2     9
Vardas858           Pavarde858               5     7     9     5     8     2
Vardas859           Pavarde859               3     1     7     0     9     0
Vardas860           Pavarde860               7     9     3     9     4     5
Vardas861           Pavarde861               8     1     6     1     2     2
Vardas862           Pavarde862               6     4     1     3     8     2
Vardas863           Pavarde863               6     3     8     9     8     1
Vardas864           Pavarde864               7     6     0     9     3     3
Vardas865           Pavarde865               6     2     6     8     0     4
Vardas866           Pavarde866               7     0     0     4     1     0
Vardas867           Pavarde867               3     5     3     8     2    10
Vardas868           Pavarde868               4     2     7     2    10     3
Vardas869           Pavarde869               8     5     1     6     0     4
Vardas870           Pavarde870               3     7     0     2     9     9
Vardas871           Pavarde871               2     4     7     4     7    10
Vardas872           Pavarde872               2     1     1     6     3     8
Vardas873           Pavarde873               0     7     3     9     5     7
Vardas874           Pavarde874               5     0     4    10     3    10
Vardas875           Pavarde875               7     5     2     1     6     5
Vardas876           Pavarde876               6     8     9     7     0     2
Vardas877           Pavarde877               5     2     2     3     1     1
Vardas878           Pavarde878               0     5     9     4     6     6
Vardas879           Pavarde879               9     8     4     4    10    10
Vardas880           Pavarde880               0     3     2     8     6     9
Vardas881           Pavarde881               9     5     4     7    10     8
Vardas882           Pavarde882               4     2     0     3     2     5
Vardas883           Pavarde883               7    10     0     2     2     0
Vardas884           Pavarde884               3     4     3     0     9     6
Vardas885           Pavarde885              10     4     4     5     4    10
Vardas886           Pavarde886               8    10     0     5     2     5
Vardas887           Pavarde887               9     2     5     2     6     6
Vardas888           Pavarde888               7     0     8     7     0     1
Vardas889           Pavarde889               1     3     2     0    10     4
Vardas890           Pavarde890               1     0     3     5     3     3
Vardas891           Pavarde891               1     1     5     9     0     6
Vardas892           Pavarde892               5     4     2     3     7     2
Vardas893           Pavarde893               0     7     4     7     1     1
Vardas894           Pavarde894               2     5     1     6     5     5
Vardas895           Pavarde895               9    10     0     1     0     2
Vardas896           Pavarde896               9     8     5     6     2     7
Vardas897           Pavarde897               3     8     2     6     8     1
Vardas898           Pavarde898               8     3    10     6    10     0
Vardas899           Pavarde899               3     2     1     8     9     4
Vardas900           Pavarde900               8     6     3     5    10     6
Vardas901           Pavarde901               3    10     8     9     8     3
Vardas902           Pavarde902               0     1     3     9     8     6
Vardas903           Pavarde903               4     8     2     4     9     8
Vardas904           Pavarde904               2     3     5     5     2     6
Vardas905           Pavarde905               5     8     3     8     2     7
Vardas906           Pavarde906               7     0     9     5     0    10
Vardas907           Pavarde907               6     2     8     7     1     3
Vardas908           Pavarde908              10     6     7     0     6     9
Vardas909           Pavarde909               7     8     5    10     5     8
Vardas910           Pavarde910              10     4     9     0     4     0
Vardas911           Pavarde911               1     9     3     2     0     1
Vardas912           Pavarde912               3     9     8    10     6     0
Vardas913           Pavarde913               4     7    10     2     7     4
Vardas914           Pavarde914               2     0     3     9     6     4
Vardas915           Pavarde915               0     2     5     1     6     8
Vardas916           Pavarde916               4     9     2     7     8    10
Vardas917           Pavarde917               1     1     6     5     0     2
Vardas918           Pavarde918               8     0     6     4     9     0
Vardas919           Pavarde919               2     7     8     3     4     4
Vardas920           Pavarde920               8     7     4     2     1     3
Vardas921           Pavarde921               1    10     9     4     9    10
Vardas922           Pavarde922               0     4    10     6     5     8
Vardas923           Pavarde923              10     1     6     3     9     4
Vardas924           Pavarde924               8     9     2    10     4     0
Vardas925           Pavarde925               0     1    10     0     6     5
Vardas926           Pavarde926               4     0     4     0     5     5
Vardas927           Pavarde927               4     2     9     3     2     3
Vardas928           Pavarde928              10     6     6     2     5    10
Vardas929           Pavarde929               4     0     3     3     7     8
Vardas930           Pavarde930               8     0     2     9     2     7
Vardas931           Pavarde931               5     5     3     1     1     5
Vardas932           Pavarde932              10     4     5     8     3    10
Vardas933           Pavarde933               2     2     4     2     8     4
Vardas934           Pavarde934               6    10     5     8    10     5
Vardas935           Pavarde935               0     8     0     8     8     5
Vardas936           Pavarde936               1     1     6     5     1    10
Vardas937           Pavarde937               0     6     1     1     2     8
Vardas938           Pavarde938               1     6     9     8     9     7
Vardas939           Pavarde939               3     9     0     6     7     5
Vardas940           Pavarde940               3     2     8     2     7     2
Vardas941           Pavarde941               9     5     2    10     9     4
Vardas942           Pavarde942               1     5     2     5     5     1
Vardas943           Pavarde943               7     6     1     6     1     6
Vardas944           Pavarde944               6     7     3    10     2     9
Vardas945           Pavarde945              10     8     2     8     6     5
Vardas946           Pavarde946               8     1     9     2     9     7
Vardas947           Pavarde947               7     6     5    10     5     0
Vardas948           Pavarde948              10     7     1     7    10     2
Vardas949           Pavarde949               2     8     7     0     1     7
Vardas950           Pavarde950               1     2     2     9     7     0
Vardas951           Pavarde951               5     6     8     5     4     8
Vardas952           Pavarde952               1     8     3     3     3    10
Vardas953           Pavarde953               7     1     7     4     3     3
Vardas954           Pavarde954               7     2     7     6     2     9
Vardas955           Pavarde955               0     3     8     1     0     1
Vardas956           Pavarde956               5     6     7     5     9     4
Vardas957           Pavarde957               2     4     7     5     4     6
Vardas958           Pavarde958               5     6     0     4     5     7
Vardas959           Pavarde959               9     6     7    10     2     0
Vardas960           Pavarde960               1     2    10     2     5    10
Vardas961           Pavarde961               3     6     4     5     6     9
Vardas962           Pavarde962               1     0     5    10     5     4
Vardas963           Pavarde963               7     7     4     8     7     3
Vardas964           Pavarde964              10     2    10     3    10     3
Vardas965           Pavarde965               5     8     7     2     9     4
Vardas966           Pavarde966               1     4     3     1     2     5
Vardas967           Pavarde967               8     4    10     6     1     0
Vardas968           Pavarde968               2     7     5     2     9    10
Vardas969           Pavarde969               4     2     5     8     9     4
Vardas970           Pavarde970               9     0    10     8     5     4
Vardas971           Pavarde971               9     1     8     0     5     5
Vardas972           Pavarde972               6     9     2     6     2     4
Vardas973           Pavarde973               1     3     7     2    10    10
Vardas974           Pavarde974              10    10     8     2     5     3
Vardas975           Pavarde975               9     4     0    10     6     2
Vardas976           Pavarde976               0     7     3     0     4     9
Vardas977           Pavarde977               4     3     4     5     8     7
Vardas978           Pavarde978               2     0     8     4     4     3
Vardas979           Pavarde979               4     2     7     5     0     5
Vardas980           Pavarde980               6     5     8     0     3     0
Vardas981           Pavarde981               2     6     7     9     9     9
Vardas982           Pavarde982              10     6     0     0     1     9
Vardas983           Pavarde983               9     9    10     8     1     3
Vardas984           Pavarde984               2     0     8     6     0     7
Vardas985           Pavarde985               1     9    10     8     3     2
Vardas986           Pavarde986               2     4     4     2     9     4
Vardas987           Pavarde987               4     1     4     2     2    10
Vardas988           Pavarde988               6     2     1     0     4     5
Vardas989           Pavarde989               2     3     6     0    10     0
Vardas990           Pavarde990               7     5     6     9     1     8
Vardas991           Pavarde991               9     4    10     4     3    10
Vardas992           Pavarde992               0    10     8     2     7    10
Vardas993           Pavarde993               6     1     1     0     0    10
Vardas994           Pavarde994               8     8     6     4     4     5
Vardas995           Pavarde995               0    10     7     9     0     2
Vardas996           Pavarde996               3     2     5     5     3     0
Vardas997           Pavarde997               0     9     3     3     5     3
Vardas998           Pavarde998               6     7     2     6     7     6
Vardas999           Pavarde999               7     6     9     5     5     3
Vardas1000          Pavarde1000              9     1     4     8     9     2
